	Diff	Lower	T0	Upper
	Rep1	Rep1	Rep1	Rep1
sgId				
DUSP19_+_183943871.23-P1P2	1205	0	1164	1
DUSP19_-_183943520.23-P1P2	2546	5	127	0
DUSP19_-_183943549.23-P1P2	1273	1	533	1
DUSP21_+_44703280.23-P1P2	4226	3	2358	1653
DUSP21_+_44703285.23-P1P2	2573	3476	842	2391
DUSP21_+_44703718.23-P1P2	2	1	1274	1087
DUSP21_+_44703749.23-P1P2	2323	5	1645	2
DUSP21_-_44703299.23-P1P2	1576	1	980	1
DUSP22_+_292484.23-P1P2	1675	1977	1817	2
DUSP22_+_292534.23-P1P2	1192	1	548	0
DUSP22_+_292594.23-P1P2	1306	0	908	2
DUSP22_-_292514.23-P1P2	1462	4390	1215	3
DUSP22_-_292543.23-P1P2	1352	6615	1243	1908
DUSP23_-_159750739.23-P1P2	18	16982	1520	1664
DUSP23_-_159750742.23-P1P2	1307	1	402	1
DUSP23_-_159750770.23-P1P2	3576	200	3176	644
DUSP23_-_159750802.23-P1P2	0	0	596	0
DUSP23_-_159751151.23-P1P2	7	4974	1993	4353
DUSP27_+_167063306.23-P1P2	1185	3	50	1984
DUSP27_+_167063446.23-P1P2	0	0	145	0
DUSP27_-_167063313.23-P1P2	3	2720	1039	1793
DUSP27_-_167063514.23-P1P2	0	0	324	0
DUSP27_-_167063674.23-P1P2	1	0	350	0
DUSP2_+_96810812.23-P1P2	0	2997	1320	1507
DUSP2_+_96811110.23-P1P2	4	3987	694	1
DUSP2_+_96811162.23-P1P2	1	0	1621	1
DUSP2_-_96810722.23-P1P2	1	0	783	0
DUSP2_-_96810902.23-P1P2	443	1	2534	1604
DUSP3_-_41855892.23-P1P2	1527	6	1040	5085
DUSP3_-_41855896.23-P1P2	1231	0	1899	1622
DUSP3_-_41856116.23-P1P2	4224	0	1975	423
DUSP3_-_41856293.23-P1P2	4277	6	3535	1321
DUSP3_-_41856343.23-P1P2	1298	0	506	0
DUSP6_+_89745717.23-P1P2	0	1	1300	0
DUSP6_+_89745983.23-P1P2	5515	6601	915	2
DUSP6_+_89746249.23-P1P2	2289	1142	2951	10432
DUSP6_-_89745866.23-P1P2	2209	4	1679	1034
DUSP6_-_89746275.23-P1P2	3	2644	2482	1358
DUSP7_+_52083956.23-P2	3027	0	583	2
DUSP7_+_52084365.23-P2	3	1	911	1873
DUSP7_+_52090327.23-P1	0	0	709	1620
DUSP7_+_52090457.23-P1	2	3778	1525	1
DUSP7_+_52090575.23-P1	1150	0	622	0
DUSP7_-_52083932.23-P2	0	0	0	0
DUSP7_-_52083953.23-P2	4924	3	1977	1448
DUSP7_-_52084341.23-P2	933	2	766	3
DUSP7_-_52090147.23-P1	2	3	1500	4580
DUSP7_-_52090591.23-P1	1343	0	433	2
DUSP8_+_1593122.23-P1P2	1385	7703	3046	1535
DUSP8_+_1593483.23-P1P2	2221	0	1312	991
DUSP8_+_1593493.23-P1P2	3	1	1723	2583
DUSP8_-_1593052.23-P1P2	8031	590	4719	7560
DUSP8_-_1593467.23-P1P2	1431	1	1430	1
DUT_+_48623815.23-P1P2	383	1	430	1974
DUT_+_48624411.23-P1P2	0	0	0	0
DUT_+_48624414.23-P1P2	0	0	0	0
DUT_-_48624688.23-P1P2	0	0	164	0
DUT_-_48624886.23-P1P2	0	0	379	0
DYRK1A_+_38792983.23-ENST00000398960.2	7	3	360	2018
DYRK1A_-_38792686.23-ENST00000398960.2	3244	0	791	1781
DYRK1A_-_38792743.23-ENST00000398960.2	554	0	474	0
DYRK1A_-_38793061.23-ENST00000398960.2	2862	5442	1410	2114
DYRK1A_-_38793111.23-ENST00000398960.2	0	0	89	0
DYRK1B_+_40324364.23-P1P2	1553	1032	1632	1948
DYRK1B_-_40324738.23-P1P2	1072	3	1043	1177
DYRK1B_-_40324741.23-P1P2	8	1	1905	3382
DYRK1B_-_40324747.23-P1P2	2189	2476	1094	1982
DYRK1B_-_40324757.23-P1P2	1526	4504	2720	7
DYRK2_+_68042594.23-P1P2	0	0	672	0
DYRK2_+_68042950.23-P1P2	1072	3915	2055	5941
DYRK2_+_68043017.23-P1P2	272	1	855	1278
DYRK2_-_68042870.23-P1P2	5	1	1035	1706
DYRK2_-_68042967.23-P1P2	6433	2716	3532	1130
DYRK3_+_206808943.23-P1P2	4426	5612	2345	4634
DYRK3_+_206808960.23-P1P2	868	2108	1366	3398
DYRK3_+_206808972.23-P1P2	3346	2	2077	2632
DYRK3_-_206808950.23-P1P2	3325	9269	1029	1952
DYRK3_-_206809170.23-P1P2	2318	0	1102	0
DYRK4_+_4714112.23-P1P2	2	0	1213	1456
DYRK4_+_4714134.23-P1P2	2873	3	1870	1838
DYRK4_+_4714148.23-P1P2	0	0	362	0
DYRK4_-_4714130.23-P1P2	1	0	529	1786
DYRK4_-_4714147.23-P1P2	5304	9253	3321	1940
EARS2_+_23568615.23-P1P2	1	1	921	0
EARS2_+_23568646.23-P1P2	1145	4	1190	2702
EARS2_+_23568657.23-P1P2	0	0	0	0
EARS2_-_23568607.23-P1P2	0	0	342	0
EARS2_-_23568672.23-P1P2	1264	3	1302	3288
ECE1_+_21671513.23-P1P2	1560	6393	1291	7
ECE1_+_21671607.23-P1P2	2	0	1065	1
ECE1_+_21671951.23-P1P2	1554	351	3210	1714
ECE1_+_21671976.23-P1P2	3949	4920	1998	1590
ECE1_-_21671544.23-P1P2	3	3388	736	2
EDA_+_68836005.23-P1P2	0	0	0	0
EDA_+_68836018.23-P1P2	1	0	954	0
EDA_+_68836408.23-P1P2	2830	10472	1981	5
EDA_-_68835992.23-P1P2	1	0	553	800
EDA_-_68836167.23-P1P2	1382	3	316	1996
EEA1_+_93322865.23-P1P2	7	1966	1708	1887
EEA1_+_93322992.23-P1P2	1289	0	1464	1
EEA1_-_93323009.23-P1P2	3580	1804	2012	1293
EEA1_-_93323020.23-P1P2	3270	1	863	1
EEA1_-_93323052.23-P1P2	0	0	1002	0
EEF2K_+_22217635.23-P1P2	0	0	773	0
EEF2K_+_22217639.23-P1P2	4566	2	746	1871
EEF2K_+_22217643.23-P1P2	1739	4297	1147	1662
EEF2K_+_22217677.23-P1P2	772	2128	2482	1565
EEF2K_+_22217680.23-P1P2	3	2890	316	1749
EEF2_+_3983722.23-P2	3135	3	842	1885
EEF2_+_3983737.23-P2	1573	0	217	1272
EEF2_+_3984158.23-P2	1558	4	685	2068
EEF2_+_3984167.23-P2	0	0	103	0
EEF2_+_3984171.23-P2	5	0	1472	1716
EEF2_+_3985054.23-P1	0	0	110	0
EEF2_+_3985431.23-P1	1	1	502	1
EEF2_-_3985048.23-P1	648	1	1287	0
EEF2_-_3985225.23-P1	982	3979	516	1
EEF2_-_3985443.23-P1	0	0	256	0
EFNB2_+_107186987.23-P1P2	1280	2	1378	685
EFNB2_-_107187051.23-P1P2	2536	0	276	0
EFNB2_-_107187354.23-P1P2	4	12587	1224	4
EFNB2_-_107187363.23-P1P2	43	0	823	0
EFNB2_-_107187393.23-P1P2	3644	1	447	2
EFTUD1_+_82554613.23-P1P2	1665	0	366	0
EFTUD1_+_82554982.23-P1P2	0	0	1003	1
EFTUD1_+_82555000.23-P1P2	0	0	822	0
EFTUD1_+_82555084.23-P1P2	1	3765	657	4
EFTUD1_-_82554823.23-P1P2	4	5192	1066	1951
EGFR_+_55087181.23-P1P2	1446	5518	2447	5217
EGFR_-_55086719.23-P1P2	2	1	2210	1512
EGFR_-_55086784.23-P1P2	2542	4246	1881	4318
EGFR_-_55086816.23-P1P2	10258	7675	2541	5
EGFR_-_55087258.23-P1P2	0	0	0	0
EGLN1_+_231557802.23-P1P2	599	5338	1542	3285
EGLN1_-_231557638.23-P1P2	3814	4	2417	3409
EGLN1_-_231557682.23-P1P2	55	6250	1229	1458
EGLN1_-_231557776.23-P1P2	4	5518	787	1521
EGLN1_-_231558017.23-P1P2	1	0	953	2
EGLN2_+_41284591.23-P2	75	1	814	886
EGLN2_+_41305438.23-P1	1631	7275	553	1589
EGLN2_+_41305518.23-P1	1	0	1411	1
EGLN2_-_41284185.23-P2	521	0	322	0
EGLN2_-_41284213.23-P2	0	1	720	0
EGLN2_-_41284588.23-P2	1068	0	234	0
EGLN2_-_41284625.23-P2	1	0	484	0
EGLN2_-_41305138.23-P1	948	8191	1595	1910
EGLN2_-_41305141.23-P1	1	1	410	0
EGLN2_-_41305172.23-P1	1	3088	129	0
EGLN3_+_34420264.23-P1P2	3136	2	1549	1131
EGLN3_-_34419914.23-P1P2	2259	2	1224	1970
EGLN3_-_34420217.23-P1P2	937	4	2037	0
EGLN3_-_34420230.23-P1P2	1117	4178	2314	3554
EGLN3_-_34420234.23-P1P2	2655	12846	1452	2073
EHHADH_+_184971776.23-P1P2	1996	0	1663	0
EHHADH_+_184971792.23-P1P2	1891	0	1504	0
EHHADH_+_184971806.23-P1P2	1	1	244	0
EHHADH_+_184971814.23-P1P2	1386	1	1192	0
EHHADH_-_184971438.23-P1P2	4858	3	2194	2
EIF2AK1_+_6098590.23-P1P2	1538	1	953	0
EIF2AK1_+_6098754.23-P1P2	1298	0	1079	2548
EIF2AK1_+_6098764.23-P1P2	1341	2	1481	1495
EIF2AK1_+_6098771.23-P1P2	1332	1	1706	0
EIF2AK1_+_6098815.23-P1P2	1636	3	2428	0
EIF2AK2_+_37383698.23-P1P2	0	0	797	0
EIF2AK2_+_37383706.23-P1P2	3	3946	471	1
EIF2AK2_+_37384040.23-P1P2	7	6481	2004	2302
EIF2AK2_+_37384079.23-P1P2	3876	3	1281	1810
EIF2AK2_-_37384096.23-P1P2	1794	2750	1566	913
EIF2AK3_+_88926608.23-P1P2	3605	5517	1698	1835
EIF2AK3_+_88926929.23-P1P2	7553	6	2006	3207
EIF2AK3_+_88926936.23-P1P2	3	2	2987	1890
EIF2AK3_-_88926550.23-P1P2	4644	4602	3278	1129
EIF2AK3_-_88926935.23-P1P2	1575	4165	1645	6887
EIF2AK4_+_40226372.23-P1P2	2712	6890	1981	1535
EIF2AK4_+_40226377.23-P1P2	2222	5387	4238	4582
EIF2AK4_+_40226467.23-P1P2	9	8447	1417	777
EIF2AK4_+_40226656.23-P1P2	1370	1	1313	1
EIF2AK4_-_40226368.23-P1P2	960	2244	1748	2
ELANE_+_852322.23-P1P2	1134	2	1353	0
ELANE_+_852326.23-P1P2	1	2021	409	756
ELANE_+_852365.23-P1P2	1434	2455	1319	1
ELANE_+_852646.23-P1P2	5212	1637	2020	2513
ELANE_-_853519.23-P1P2	2206	6	2428	3598
ELOVL4_-_80656842.23-P1P2	2690	2258	590	2
ELOVL4_-_80656918.23-P1P2	1	1388	1013	1509
ELOVL4_-_80657202.23-P1P2	1238	2	1127	1037
ELOVL4_-_80657222.23-P1P2	2	1	804	1405
ELOVL4_-_80657225.23-P1P2	139	0	1805	0
ELSPBP1_+_48497906.23-P1P2	1057	6035	1162	57
ELSPBP1_+_48497986.23-P1P2	0	0	362	1
ELSPBP1_+_48497995.23-P1P2	1136	0	325	0
ELSPBP1_+_48498343.23-P1P2	4804	1	1149	5
ELSPBP1_-_48498155.23-P1P2	1304	4	714	3771
EN2_+_155251036.23-P1P2	3	3097	374	0
EN2_+_155251468.23-P1P2	6281	4279	1331	1319
EN2_-_155251027.23-P1P2	1327	2	1179	366
EN2_-_155251032.23-P1P2	838	0	467	0
EN2_-_155251054.23-P1P2	1156	1	1720	1395
ENO3_+_4851652.23-P2	4008	2	1445	1494
ENO3_+_4851729.23-P2	7	1	3314	5451
ENO3_+_4854429.23-P1	1552	1	252	0
ENO3_+_4854432.23-P1	2	0	849	1083
ENO3_-_4851690.23-P2	1549	8089	2028	4
ENO3_-_4851904.23-P2	1039	6069	1124	2627
ENO3_-_4852067.23-P2	2668	2	1151	1637
ENO3_-_4854442.23-P1	2048	2420	1143	1804
ENO3_-_4854477.23-P1	2991	2516	1779	3
ENO3_-_4854481.23-P1	2888	0	2333	852
ENOPH1_+_83351734.23-P1P2	3641	1450	1583	1890
ENOPH1_+_83351756.23-P1P2	5	5624	1468	1855
ENOPH1_-_83351791.23-P1P2	2708	1	863	0
ENOPH1_-_83352157.23-P1P2	443	1	147	3003
ENOPH1_-_83352167.23-P1P2	0	0	75	0
ENPEP_+_111397349.23-P1P2	0	0	0	0
ENPEP_+_111397849.23-P1P2	1582	0	376	0
ENPEP_-_111397345.23-P1P2	1	0	524	0
ENPEP_-_111397397.23-P1P2	6553	2	1304	1587
ENPEP_-_111397410.23-P1P2	1	1	2037	0
ENPP1_+_132129566.23-P1P2	1246	3	1745	3814
ENPP1_+_132129578.23-P1P2	2	0	198	923
ENPP1_-_132129188.23-P1P2	0	1	645	0
ENPP1_-_132129531.23-P1P2	231	5	527	6615
ENPP1_-_132129718.23-P1P2	17	12394	984	1680
ENPP2_+_120650962.23-P1P2	2822	1	1200	1
ENPP2_+_120651008.23-P1P2	3	0	630	1587
ENPP2_+_120651062.23-P1P2	3506	2315	1543	2110
ENPP2_-_120651026.23-P1P2	3115	1	1701	1129
ENPP2_-_120651034.23-P1P2	1327	0	522	1
ENPP3_+_131949659.23-P2	0	0	0	0
ENPP3_+_131949691.23-P2	1086	1	531	3156
ENPP3_+_131949800.23-P2	0	0	259	0
ENPP3_+_131958457.23-P1	616	0	393	0
ENPP3_+_131958835.23-P1	676	5249	2269	2087
ENPP3_-_131949650.23-P2	4161	2	2050	3482
ENPP3_-_131950023.23-P2	1	0	386	0
ENPP3_-_131958476.23-P1	1010	0	802	1973
ENPP3_-_131958520.23-P1	848	2324	1579	2300
ENPP3_-_131958855.23-P1	3	2	762	2832
EPHA10_+_38230362.23-P2	1580	5236	1640	1538
EPHA10_+_38230376.23-P2	1104	8456	2650	1235
EPHA10_-_38218479.23-P1	11	944	1451	4190
EPHA10_-_38218850.23-P1	3704	7231	3841	5325
EPHA10_-_38218863.23-P1	5	2494	2066	2996
EPHA10_-_38218883.23-P1	1165	0	506	1
EPHA10_-_38218906.23-P1	1987	0	832	0
EPHA10_-_38230764.23-P2	6	5386	1436	4
EPHA10_-_38230767.23-P2	3050	6	1747	3968
EPHA10_-_38230770.23-P2	2629	6799	1784	1565
EPHA1_+_143105889.23-P1P2	2474	2593	1777	1101
EPHA1_-_143105477.23-P1P2	0	0	76	0
EPHA1_-_143105481.23-P1P2	0	0	487	0
EPHA1_-_143105513.23-P1P2	958	6014	1267	5
EPHA1_-_143105934.23-P1P2	2516	5475	2663	2
EPHA2_+_16482099.23-P1P2	634	0	687	0
EPHA2_+_16482142.23-P1P2	1512	0	607	0
EPHA2_+_16482159.23-P1P2	3117	4	2910	3003
EPHA2_+_16482540.23-P1P2	0	0	0	0
EPHA2_-_16482174.23-P1P2	7539	3	2727	765
EPHA3_+_89156833.23-P1P2	5394	1	1091	2
EPHA3_+_89156967.23-P1P2	0	0	320	407
EPHA3_+_89157018.23-P1P2	1384	2	1046	1785
EPHA3_+_89157080.23-P1P2	6	4025	607	1420
EPHA3_-_89156849.23-P1P2	996	1874	644	1056
EPHA4_+_222436584.23-P1P2	2659	4	895	3359
EPHA4_+_222436959.23-P1P2	3325	2	3722	180
EPHA4_+_222436964.23-P1P2	2464	7537	1861	1726
EPHA4_+_222436980.23-P1P2	731	0	2736	2
EPHA4_+_222436995.23-P1P2	1540	0	936	1
EPHA5_+_66536184.23-P1P2	1047	1	1343	2
EPHA5_-_66535727.23-P1P2	2204	1	839	1317
EPHA5_-_66535737.23-P1P2	1476	2332	899	502
EPHA5_-_66535745.23-P1P2	902	3	553	4552
EPHA5_-_66536089.23-P1P2	2	2	562	1586
EPHA6_+_96533426.23-P1P2	2381	0	130	1
EPHA6_+_96533476.23-P1P2	3	1	870	1101
EPHA6_-_96533463.23-P1P2	2552	1	883	0
EPHA6_-_96533466.23-P1P2	7688	5429	1092	6432
EPHA6_-_96533913.23-P1P2	0	1059	515	1
EPHA7_+_94128782.23-P1P2	2138	3	1857	2
EPHA7_+_94128885.23-P1P2	1545	1	1757	1
EPHA7_+_94128956.23-P1P2	0	0	619	0
EPHA7_+_94129220.23-P1P2	1097	2	1696	1
EPHA7_-_94128832.23-P1P2	2500	2	1641	3767
EPHA8_+_22889976.23-P1P2	1913	4	1788	3667
EPHA8_+_22889995.23-P1P2	1539	0	1485	0
EPHA8_+_22890006.23-P1P2	1203	239	1289	1254
EPHA8_-_22890011.23-P1P2	1289	7895	3400	6594
EPHA8_-_22890387.23-P1P2	2202	2	538	2
EPHB1_+_134514118.23-P1P2	5	5381	1194	1830
EPHB1_+_134514121.23-P1P2	521	2400	2699	4
EPHB1_-_134514128.23-P1P2	2309	4997	1543	3178
EPHB1_-_134514518.23-P1P2	2324	1	1954	4885
EPHB1_-_134514558.23-P1P2	2952	2	1350	2606
EPHB2_+_23037514.23-P1P2	3938	2234	2637	1368
EPHB2_+_23037770.23-P1P2	5	7980	911	4
EPHB2_-_23037351.23-P1P2	2607	0	1729	0
EPHB2_-_23037753.23-P1P2	2944	5320	1482	2
EPHB2_-_23037808.23-P1P2	1256	3910	1176	6
EPHB3_+_184279633.23-P1P2	0	0	0	0
EPHB3_+_184279650.23-P1P2	3	0	677	1563
EPHB3_+_184280015.23-P1P2	4078	3216	1639	4
EPHB3_-_184279594.23-P1P2	2	0	820	0
EPHB3_-_184279954.23-P1P2	5435	4497	3092	1756
EPHB4_+_100424702.23-P1P2	2	0	572	1
EPHB4_+_100424757.23-P1P2	2971	6472	3153	3253
EPHB4_-_100424673.23-P1P2	2569	1	2451	2
EPHB4_-_100424909.23-P1P2	4016	6	3271	3424
EPHB4_-_100425081.23-P1P2	2	2910	502	1
EPHB6_+_142552855.23-P1P2	5245	3	3174	3229
EPHB6_+_142553246.23-P1P2	1658	0	955	0
EPHB6_-_142552874.23-P1P2	2250	2637	1256	1622
EPHB6_-_142553113.23-P1P2	2450	0	1162	1933
EPHB6_-_142553312.23-P1P2	2328	1	436	0
EPHX2_+_27348679.23-P1P2	10842	7	1795	1629
EPHX2_+_27348720.23-P1P2	5025	2	1290	1661
EPHX2_+_27348723.23-P1P2	1296	3925	3772	1645
EPHX2_+_27348741.23-P1P2	2	0	1126	1
EPHX2_+_27349105.23-P1P2	685	0	245	1
EPM2A_-_146056117.23-P1P2	3372	3	1428	3
EPM2A_-_146056127.23-P1P2	2766	3	1529	0
EPM2A_-_146056174.23-P1P2	3361	3547	1602	1926
EPM2A_-_146056194.23-P1P2	3285	4688	3067	3988
EPM2A_-_146056625.23-P1P2	0	0	142	0
EPN1_+_56186684.23-P1P2	1174	0	1160	3463
EPN1_+_56186947.23-P1P2	1493	10852	2495	11383
EPN1_+_56187100.23-P1P2	4746	4316	2714	4768
EPN1_-_56186615.23-P1P2	1343	0	1698	0
EPN1_-_56186656.23-P1P2	1440	1	1761	0
EPOR_+_11491430.23-P1	5	1998	275	1
EPOR_+_11491868.23-P1	1850	8318	1828	4
EPOR_+_11491872.23-P1	842	3942	1289	0
EPOR_+_11494535.23-P2	0	2	738	0
EPOR_+_11494968.23-P2	3224	4323	2362	2493
EPOR_+_11494971.23-P2	1245	0	1605	1
EPOR_-_11491517.23-P1	1087	2	636	1686
EPOR_-_11491902.23-P1	1458	1	882	0
EPOR_-_11494957.23-P2	4	1	1111	1771
EPOR_-_11494977.23-P2	400	9600	3050	4922
EPRS_+_220219441.23-P1P2	90	0	208	0
EPRS_+_220219853.23-P1P2	0	0	81	0
EPRS_-_220219785.23-P1P2	0	0	0	0
EPRS_-_220219788.23-P1P2	0	0	0	0
EPRS_-_220219801.23-P1P2	0	0	0	0
EPS8L1_-_55587247.23-P1	2257	0	625	3372
EPS8L1_-_55587259.23-P1	2	0	338	0
EPS8L1_-_55587300.23-P1	1278	1485	1220	3000
EPS8L1_-_55587306.23-P1	4	2145	777	3
EPS8L1_-_55587734.23-P1	7	2	795	1595
EPS8L1_-_55591777.23-P2	0	0	272	1
EPS8L1_-_55591798.23-P2	165	0	291	0
EPS8L1_-_55591802.23-P2	1571	1	853	2
EPS8L1_-_55592168.23-P2	2	1	233	0
EPS8L1_-_55592240.23-P2	1198	2421	468	1
EPX_+_56270148.23-P1P2	2119	2557	2371	1108
EPX_-_56270118.23-P1P2	7	4800	2072	3
EPX_-_56270137.23-P1P2	0	0	435	0
EPX_-_56270492.23-P1P2	0	0	173	0
EPX_-_56270540.23-P1P2	2	3	875	1612
ERBB2_+_37856367.23-P1P2	2422	10452	2174	1138
ERBB2_+_37856373.23-P1P2	3224	5303	3154	1786
ERBB2_-_37856345.23-P1P2	0	0	362	0
ERBB2_-_37856706.23-P1P2	1124	2	678	0
ERBB2_-_37856751.23-P1P2	869	0	860	2712
ERBB3_+_56474016.23-P1P2	1	2	1299	0
ERBB3_+_56474277.23-P1P2	2551	2448	1379	3329
ERBB3_+_56474395.23-P1P2	1	0	542	0
ERBB3_+_56474409.23-P1P2	0	0	858	1
ERBB3_-_56474350.23-P1P2	3689	2	1176	1923
ERBB4_+_213403805.23-P1P2	3851	1	848	1770
ERBB4_+_213403841.23-P1P2	5344	4	2089	2
ERBB4_+_213403862.23-P1P2	1487	1	1538	2
ERBB4_-_213403401.23-P1P2	7	1	1816	3452
ERBB4_-_213403823.23-P1P2	1119	0	275	1512
ERN1_-_62207431.23-P1P2	3435	5004	1107	1393
ERN1_-_62207436.23-P1P2	7	1	823	2891
ERN1_-_62207440.23-P1P2	1700	5	1033	0
ERN1_-_62207482.23-P1P2	1135	3	2929	0
ERN1_-_62207499.23-P1P2	4068	7250	2194	5621
ERN2_+_23724488.23-P1P2	2690	1	1945	1
ERN2_+_23724495.23-P1P2	2	0	1248	865
ERN2_+_23724504.23-P1P2	4	6357	633	2
ERN2_+_23724548.23-P1P2	716	0	539	0
ERN2_-_23724305.23-P1P2	1060	2418	923	1581
ERO1LB_+_236444840.23-P1P2	5	4065	787	1581
ERO1LB_-_236445015.23-P1P2	649	2364	1425	1492
ERO1LB_-_236445193.23-P1P2	2321	1614	1194	1
ERO1LB_-_236445200.23-P1P2	776	2	1958	1420
ERO1LB_-_236445220.23-P1P2	2894	3127	1104	1
ESD_+_47371228.23-P1P2	794	1	359	0
ESD_+_47371238.23-P1P2	2914	1702	2089	1085
ESD_-_47371244.23-P1P2	1636	4	424	1
ESD_-_47371269.23-P1P2	3003	0	1129	1
ESD_-_47371282.23-P1P2	3	0	407	0
ESRRG_+_216978369.23-ENST00000360012.3	1	0	280	1
ESRRG_+_216978651.23-ENST00000360012.3	4	2708	359	1932
ESRRG_+_216978690.23-ENST00000360012.3	0	1	260	0
ESRRG_+_217112607.23-ENST00000361395.2,ENST00000366938.2,ENST00000487276.1	1	1	1471	812
ESRRG_+_217112620.23-ENST00000361395.2,ENST00000366938.2,ENST00000487276.1	790	387	760	0
ESRRG_+_217112922.23-ENST00000361395.2,ENST00000366938.2,ENST00000487276.1	0	0	644	0
ESRRG_+_217250274.23-ENST00000493748.1	1650	0	845	1
ESRRG_+_217262979.23-ENST00000359162.2,ENST00000361525.3	2664	2	628	950
ESRRG_+_217263157.23-ENST00000359162.2,ENST00000361525.3	1322	0	1563	0
ESRRG_+_217263184.23-ENST00000359162.2,ENST00000361525.3	0	0	333	1
ESRRG_+_217310765.23-ENST00000366940.2,ENST00000493603.1	9	9907	1948	1534
ESRRG_+_217310891.23-ENST00000366940.2,ENST00000493603.1	1	4169	436	0
ESRRG_+_217311037.23-ENST00000366940.2,ENST00000493603.1	557	0	1644	1
ESRRG_+_217311105.23-ENST00000366940.2,ENST00000493603.1	592	4665	350	1
ESRRG_-_216978269.23-ENST00000360012.3	1061	5831	460	0
ESRRG_-_216978635.23-ENST00000360012.3	1	1	421	1566
ESRRG_-_217112601.23-ENST00000361395.2,ENST00000366938.2,ENST00000487276.1	0	0	0	0
ESRRG_-_217112951.23-ENST00000361395.2,ENST00000366938.2,ENST00000487276.1	1925	2	360	0
ESRRG_-_217250254.23-ENST00000493748.1	1	0	2525	1556
ESRRG_-_217250304.23-ENST00000493748.1	0	0	125	0
ESRRG_-_217250321.23-ENST00000493748.1	1026	1	751	0
ESRRG_-_217250324.23-ENST00000493748.1	665	0	188	0
ESRRG_-_217262665.23-ENST00000359162.2,ENST00000361525.3	0	0	85	0
ESRRG_-_217263115.23-ENST00000359162.2,ENST00000361525.3	1389	4020	2635	2442
ESRRG_-_217311078.23-ENST00000366940.2,ENST00000493603.1	1979	3538	784	2634
ETFDH_+_159593530.23-P1P2	1418	1480	1886	2287
ETFDH_-_159593461.23-P1P2	0	0	813	679
ETFDH_-_159593465.23-P1P2	3071	4	2254	3569
ETFDH_-_159593860.23-P1P2	1479	1	1138	1
ETFDH_-_159593941.23-P1P2	926	2591	665	90
ETNK1_+_22778206.23-P1P2	1506	31	1632	1
ETNK1_+_22778284.23-P1P2	1344	3490	1889	6432
ETNK1_+_22778498.23-P1P2	0	0	919	2
ETNK1_+_22778526.23-P1P2	5434	5	1426	1
ETNK1_-_22778158.23-P1P2	849	5568	813	3
ETNK2_+_204120715.23-P1P2	1	3	398	1274
ETNK2_+_204121100.23-P1P2	1282	4531	2447	1895
ETNK2_+_204121162.23-P1P2	1	1125	1364	0
ETNK2_+_204121274.23-P1P2	4	1	1090	3420
ETNK2_-_204120701.23-P1P2	3004	3	858	2
EXTL2_+_101360354.23-P1P2	2945	6977	3255	331
EXTL2_+_101360390.23-P1P2	1121	5	1363	3488
EXTL2_+_101360403.23-P1P2	2405	2	1812	0
EXTL2_-_101360345.23-P1P2	0	0	117	0
EXTL2_-_101360384.23-P1P2	5196	1	1610	1
F10_+_113777162.23-P1P2	875	0	295	0
F10_+_113777186.23-P1P2	2	0	1648	1896
F10_-_113777161.23-P1P2	1	0	759	1
F10_-_113777639.23-P1P2	8	2723	1578	1
F10_-_113777653.23-P1P2	763	0	619	0
F11_+_187187404.23-P1P2	0	0	129	0
F11_+_187187431.23-P1P2	2	2	990	1571
F11_+_187187596.23-P1P2	0	0	0	0
F11_-_187187371.23-P1P2	1	0	247	2
F11_-_187187374.23-P1P2	3244	3305	626	1
F13A1_+_6320844.23-P1P2	0	1	967	0
F13A1_+_6320869.23-P1P2	1990	2	718	1202
F13A1_-_6320799.23-P1P2	2274	6	717	1710
F13A1_-_6320813.23-P1P2	1173	0	1616	1
F13A1_-_6320855.23-P1P2	5698	2904	2009	6
F2R_+_76011955.23-P1P2	1185	3411	2014	2979
F2R_+_76011973.23-P1P2	1370	3	702	708
F2R_+_76011989.23-P1P2	1695	2	265	1631
F2R_+_76012309.23-P1P2	0	0	511	0
F2R_-_76012007.23-P1P2	0	0	0	0
F2_+_46740834.23-P1P2	1	1	2228	1
F2_+_46741184.23-P1P2	56	5604	362	1255
F2_+_46741237.23-P1P2	1	2979	578	0
F2_+_46741243.23-P1P2	1282	4445	1701	1
F2_-_46740801.23-P1P2	10	5083	2484	4398
F3_+_94997411.23-P2	1490	2	380	0
F3_+_94997899.23-P2	1234	7216	2242	2065
F3_+_94997912.23-P2	0	0	829	0
F3_+_95007061.23-P1	3084	4130	2276	3
F3_+_95007264.23-P1	4027	14321	2005	7
F3_-_94997459.23-P2	1941	5369	1426	2
F3_-_94997916.23-P2	2	0	885	0
F3_-_95006865.23-P1	769	3	1207	3177
F3_-_95007077.23-P1	2130	3	1124	2107
F3_-_95007293.23-P1	1516	2	1313	3497
F5_+_169555628.23-P1P2	2716	8	2316	3451
F5_+_169555656.23-P1P2	81	1351	2006	4126
F5_+_169555679.23-P1P2	1	0	885	959
F5_+_169555691.23-P1P2	2824	3776	2005	4
F5_-_169555669.23-P1P2	2184	0	1651	1
F7_-_113760127.23-P1P2	2230	4379	1093	2176
F7_-_113760133.23-P1P2	5	8819	742	5
F7_-_113760523.23-P1P2	0	0	624	0
F7_-_113760553.23-P1P2	1124	4812	2118	1296
F7_-_113760584.23-P1P2	1256	0	1654	0
