	Diff	Lower	T0	Upper
	Rep1	Rep1	Rep1	Rep1
sgId				
PRNP_+_4667136.23-P1P2	1375	0	1265	2428
PRNP_-_4667154.23-P1P2	2	1	810	1050
PRNP_-_4667171.23-P1P2	1847	4	1818	0
PRNP_-_4667175.23-P1P2	0	0	77	0
PRNP_-_4667533.23-P1P2	0	0	109	0
PROC_+_128176063.23-P1	1124	2	2243	2
PROC_+_128176463.23-P1	0	0	0	0
PROC_-_128176025.23-P1	636	1	2082	231
PROC_-_128176410.23-P1	1291	1	598	0
PROC_-_128176438.23-P1	2	5299	276	1
PROC_-_128180882.23-P2	2243	0	382	0
PROC_-_128180885.23-P2	3130	4	2577	3461
PROC_-_128180911.23-P2	2147	1	1293	944
PROC_-_128181281.23-P2	2	2	1929	2
PROC_-_128181311.23-P2	2	0	678	0
PRODH_+_18905874.23-P2	3229	1	1542	876
PRODH_+_18905892.23-P2	1321	1	1260	3047
PRODH_-_18905846.23-P2	1479	0	559	0
PRODH_-_18905861.23-P2	1357	3	2947	2
PRODH_-_18905900.23-P2	3927	7283	3060	4
PRODH_-_18923688.23-P1	1008	9872	1635	1265
PRODH_-_18923746.23-P1	2640	1	1273	3
PRODH_-_18923755.23-P1	3902	5	745	4
PRODH_-_18923767.23-P1	2400	1	824	1735
PRODH_-_18923809.23-P1	1215	448	858	4737
PROS1_+_93692339.23-P1P2	1567	0	2170	1920
PROS1_+_93692674.23-P1P2	3868	1974	2154	1478
PROS1_+_93692682.23-P1P2	3560	1	3267	1797
PROS1_-_93692709.23-P1P2	1253	4480	1971	1502
PROS1_-_93692736.23-P1P2	5673	3821	1289	5
PROSC_+_37620168.23-P1P2	1473	1653	2333	1486
PROSC_+_37620521.23-P1P2	1	2182	1283	1
PROSC_+_37620546.23-P1P2	3634	9332	2292	1600
PROSC_+_37620601.23-P1P2	4	1	538	1631
PROSC_-_37620176.23-P1P2	925	0	1393	932
PROZ_+_113812949.23-P1P2	3970	5	1219	1052
PROZ_+_113813020.23-P1P2	1518	1	1541	1057
PROZ_+_113813024.23-P1P2	0	0	629	935
PROZ_-_113813034.23-P1P2	4	3	1198	3676
PROZ_-_113813408.23-P1P2	1311	0	519	0
PRPF4B_+_4021599.23-P1P2	0	0	40	0
PRPF4B_+_4021605.23-P1P2	0	0	0	0
PRPF4B_+_4021634.23-P1P2	0	0	125	0
PRPF4B_+_4021955.23-P1P2	0	0	1	0
PRPF4B_+_4022014.23-P1P2	0	0	0	0
PRPS1L1_+_18067428.23-P1P2	2067	8012	1853	1680
PRPS1L1_-_18067089.23-P1P2	0	0	78	0
PRPS1L1_-_18067423.23-P1P2	3	2439	1182	1053
PRPS1L1_-_18067455.23-P1P2	2603	5274	2960	5047
PRPS1L1_-_18067459.23-P1P2	1851	6595	2308	2884
PRSS1_+_142457357.23-P1	10	8501	3179	445
PRSS1_+_142457400.23-P1	1547	2854	880	1142
PRSS1_+_142457405.23-P1	368	1	658	0
PRSS1_+_142457408.23-P1	2532	5074	1737	2638
PRSS1_+_142457433.23-P1	1072	6263	879	3099
PRSS1_+_142458550.23-P2	2	0	485	3097
PRSS1_+_142458577.23-P2	4133	6	2950	2
PRSS1_+_142458902.23-P2	1448	4	1482	1
PRSS1_-_142458549.23-P2	1	1	714	0
PRSS1_-_142458612.23-P2	2208	3	1828	2346
PRSS2_+_142478813.23-P1P2	13	12198	984	5
PRSS2_+_142478816.23-P1P2	1444	0	1057	1
PRSS2_+_142478912.23-P1P2	3	2629	574	2170
PRSS2_+_142479058.23-P1P2	2704	1	1001	1
PRSS2_+_142479087.23-P1P2	0	0	0	0
PRSS3_+_33795984.23-ENST00000379405.3	0	1	675	1
PRSS3_-_33795525.23-ENST00000379405.3	0	0	0	0
PRSS3_-_33795532.23-ENST00000379405.3	2338	5	494	0
PRSS3_-_33795537.23-ENST00000379405.3	0	2	553	0
PRSS3_-_33795888.23-ENST00000379405.3	4	5016	696	5
PRSS8_+_31146545.23-P1P2	2392	2642	1212	2915
PRSS8_-_31146536.23-P1P2	554	0	332	4
PRSS8_-_31146660.23-P1P2	3	0	383	1550
PRSS8_-_31146993.23-P1P2	3975	3946	2310	2892
PRSS8_-_31147027.23-P1P2	1	3	817	2085
PRX_+_40909704.23-P1P2	3690	6	2861	3
PRX_-_40910141.23-P1P2	1368	0	459	2064
PRX_-_40910146.23-P1P2	3	1	636	3179
PRX_-_40910162.23-P1P2	0	0	152	8
PRX_-_40910206.23-P1P2	1706	5	2743	3491
PSAP_+_73610595.23-P1P2	0	0	95	0
PSAP_+_73610873.23-P1P2	1345	0	971	2
PSAP_+_73610982.23-P1P2	1447	1	860	2
PSAP_+_73610992.23-P1P2	1469	3	1307	1
PSAP_+_73611056.23-P1P2	1774	2	1944	0
PSAT1_+_80912254.23-P1P2	3992	6595	3944	5667
PSAT1_+_80912287.23-P1P2	2929	2	922	2
PSAT1_+_80912504.23-P1P2	6091	3732	1107	1322
PSAT1_-_80912059.23-P1P2	971	6509	1080	1920
PSAT1_-_80912498.23-P1P2	1376	6042	1603	2990
PSKH1_+_67927206.23-P1P2	0	3	1959	1
PSKH1_+_67927364.23-P1P2	1	1	2104	1897
PSKH1_-_67927181.23-P1P2	1315	1	1756	4637
PSKH1_-_67927184.23-P1P2	1549	906	1255	1587
PSKH1_-_67927187.23-P1P2	3	1537	706	2
PSKH2_+_87081709.23-P1P2	909	2918	327	3235
PSKH2_+_87081815.23-P1P2	3372	8576	2073	3866
PSKH2_-_87081602.23-P1P2	3154	1	814	2
PSKH2_-_87081683.23-P1P2	2	2	1224	1858
PSKH2_-_87081885.23-P1P2	4439	4	2105	1563
PSPH_+_56101642.23-P1	3902	1	1078	2604
PSPH_+_56101774.23-P1	1631	5935	637	1139
PSPH_+_56101777.23-P1	2	2	1414	1
PSPH_+_56119106.23-P2	2719	4567	2838	2
PSPH_+_56119260.23-P2	1546	3	874	1698
PSPH_-_56101635.23-P1	0	0	277	0
PSPH_-_56101769.23-P1	7052	2	1923	5
PSPH_-_56118936.23-P2	2	0	633	0
PSPH_-_56119094.23-P2	0	0	277	0
PSPH_-_56119277.23-P2	0	0	0	0
PSTPIP1_+_77287587.23-P1P2	2	0	1115	1635
PSTPIP1_+_77287737.23-P1P2	1	1	843	1
PSTPIP1_+_77287750.23-P1P2	5	0	1123	1838
PSTPIP1_+_77287907.23-P1P2	4	3618	1193	1
PSTPIP1_-_77287900.23-P1P2	3861	1	2082	0
PSTPIP2_+_43651809.23-P1P2	4560	11716	3334	4805
PSTPIP2_-_43651770.23-P1P2	4	4600	686	4
PSTPIP2_-_43652170.23-P1P2	4301	6	3362	7165
PSTPIP2_-_43652207.23-P1P2	1	0	1217	0
PSTPIP2_-_43652233.23-P1P2	5854	3835	2362	1
PTDSS1_+_97274138.23-P1P2	0	0	0	0
PTDSS1_+_97274156.23-P1P2	0	0	0	0
PTDSS1_+_97274175.23-P1P2	0	0	0	0
PTDSS1_+_97274204.23-P1P2	0	0	0	0
PTDSS1_-_97274195.23-P1P2	0	0	0	0
PTDSS2_+_450293.23-P1P2	1898	1	1101	1636
PTDSS2_+_450673.23-P1P2	0	4776	1401	453
PTDSS2_+_450723.23-P1P2	3	2	1509	1600
PTDSS2_+_450731.23-P1P2	5	6460	488	686
PTDSS2_-_450465.23-P1P2	1481	2617	2645	2961
PTEN_+_89623388.23-P1P2	6904	4	4824	6
PTEN_+_89623582.23-P1P2	6	0	557	3431
PTEN_-_89623395.23-P1P2	1474	0	1686	2115
PTEN_-_89623478.23-P1P2	12	5642	1262	1204
PTEN_-_89623526.23-P1P2	4	6518	4410	3
PTGDR_+_52734453.23-P1P2	3872	4	1285	3
PTGDR_+_52734501.23-P1P2	1005	4336	675	2464
PTGDR_+_52734788.23-P1P2	1127	1	769	3122
PTGDR_-_52734459.23-P1P2	2447	3447	1413	1255
PTGDR_-_52734936.23-P1P2	0	2656	447	2
PTGER1_+_14585731.23-P1P2	826	1646	1116	5
PTGER1_+_14585743.23-P1P2	2	5274	1031	1
PTGER1_+_14585797.23-P1P2	0	1	1073	0
PTGER1_+_14586134.23-P1P2	4660	4083	1422	1840
PTGER1_-_14586108.23-P1P2	0	0	142	0
PTGER2_+_52781055.23-P1P2	1433	3	1086	5161
PTGER2_+_52781454.23-P1P2	2273	2	648	1322
PTGER2_+_52781466.23-P1P2	1	1	769	0
PTGER2_+_52781514.23-P1P2	2960	2	1096	2158
PTGER2_-_52781108.23-P1P2	1966	5	1604	1432
PTGER3_+_71513066.23-P1P2	2751	4	887	1372
PTGER3_-_71512832.23-P1P2	1413	1	1364	0
PTGER3_-_71513448.23-P1P2	3752	3	2013	1353
PTGER3_-_71513458.23-P1P2	2069	3	1795	6943
PTGER3_-_71513492.23-P1P2	0	0	244	0
PTGER4_+_40680091.23-P1	2187	1	1518	1
PTGER4_+_40680118.23-P1	3063	2086	1418	3
PTGER4_+_40681087.23-P2	1	0	755	1
PTGER4_+_40681099.23-P2	1383	5669	509	2
PTGER4_+_40681104.23-P2	1306	7964	2990	3028
PTGER4_+_40681123.23-P2	787	1	1432	0
PTGER4_+_40681478.23-P2	1538	0	747	0
PTGER4_-_40680066.23-P1	1876	4	1732	5122
PTGER4_-_40680495.23-P1	1	0	994	0
PTGER4_-_40680532.23-P1	1594	5822	1381	1408
PTGFR_+_78956729.23-P1	3	0	1625	2051
PTGFR_+_78957106.23-P1	4469	1	1023	8
PTGFR_+_78957184.23-P1	670	4819	1545	1544
PTGFR_+_78958341.23-P2	1011	0	453	0
PTGFR_+_78958349.23-P2	2	4311	973	4
PTGFR_+_78958790.23-P2	0	0	134	0
PTGFR_-_78956708.23-P1	1527	0	1213	1628
PTGFR_-_78956776.23-P1	0	0	1	0
PTGFR_-_78958617.23-P2	1	0	1261	1
PTGFR_-_78958804.23-P2	0	0	117	0
PTGIR_+_47128252.23-P1P2	3168	2	2305	4312
PTGIR_+_47128276.23-P1P2	2884	3964	2727	6720
PTGIR_+_47128281.23-P1P2	2520	2	1953	1778
PTGIR_+_47128295.23-P1P2	0	0	353	0
PTGIR_+_47128312.23-P1P2	3104	2708	1949	1605
PTGIS_+_48184271.23-P1P2	8	7891	1485	4
PTGIS_+_48184276.23-P1P2	762	0	0	0
PTGIS_+_48184439.23-P1P2	0	0	1518	0
PTGIS_-_48184220.23-P1P2	1132	1	1194	4553
PTGIS_-_48184590.23-P1P2	1485	7340	2051	1970
PTGR1_+_114361533.23-P1P2	0	0	1173	0
PTGR1_+_114361887.23-P1P2	2	0	1299	866
PTGR1_+_114361903.23-P1P2	2934	4080	1958	1701
PTGR1_-_114361683.23-P1P2	854	4730	1517	1833
PTGR1_-_114361694.23-P1P2	1225	1	517	1
PTGR2_+_74318668.23-P1P2	4717	8	2590	1676
PTGR2_-_74318646.23-P1P2	3755	5	3972	1
PTGR2_-_74318679.23-P1P2	1	0	1633	0
PTGR2_-_74318707.23-P1P2	1873	1917	2031	2
PTGR2_-_74318712.23-P1P2	894	3	60	1111
PTGS1_+_125133327.23-P1P2	4853	5240	1681	2343
PTGS1_+_125133368.23-P1P2	488	0	2177	634
PTGS1_+_125133810.23-P1P2	1	0	785	1
PTGS1_-_125133538.23-P1P2	1	2658	362	1
PTGS1_-_125133678.23-P1P2	3391	5	1225	2
PTH1R_+_46924836.23-P1P2	1	0	457	0
PTH1R_+_46924840.23-P1P2	312	3	1769	1877
PTH1R_+_46925168.23-P1P2	938	3	942	0
PTH1R_-_46925175.23-P1P2	4673	5	1097	1934
PTH1R_-_46925195.23-P1P2	1536	1	1321	2489
PTH_+_13517131.23-P1P2	3	1	654	1472
PTH_+_13517163.23-P1P2	0	0	655	0
PTH_-_13517064.23-P1P2	0	0	120	0
PTH_-_13517558.23-P1P2	6	4869	884	3
PTH_-_13517596.23-P1P2	0	1	733	0
PTK2B_+_27183067.23-P1P2	1	0	1127	1
PTK2B_+_27183086.23-P1P2	3063	2	1821	2270
PTK2B_+_27183089.23-P1P2	1	1	733	1495
PTK2B_+_27183095.23-P1P2	779	0	1340	0
PTK2B_+_27183126.23-P1P2	2725	2	1498	1185
PTK2_+_142011368.23-P1P2	3422	5039	2601	2
PTK2_-_142011269.23-P1P2	969	0	1502	1470
PTK2_-_142011334.23-P1P2	1127	0	808	1
PTK2_-_142011340.23-P1P2	3894	3060	2078	898
PTK2_-_142011343.23-P1P2	412	0	916	1007
PTK6_+_62168447.23-P1P2	0	0	0	0
PTK6_+_62168623.23-P1P2	2830	2	1141	0
PTK6_-_62168636.23-P1P2	1533	1	906	2
PTK6_-_62168668.23-P1P2	1335	0	610	1
PTK6_-_62168672.23-P1P2	699	3961	1479	1
PTK7_+_43044489.23-P1P2	6023	7909	3442	2537
PTK7_-_43044417.23-P1P2	513	0	341	4
PTK7_-_43044422.23-P1P2	0	0	248	0
PTK7_-_43044433.23-P1P2	3305	6	1307	3
PTK7_-_43044454.23-P1P2	15	7350	1674	9997
PTP4A1_+_64282692.23-P1P2	3588	11463	2182	6119
PTP4A1_-_64282833.23-P1P2	1	0	654	0
PTP4A1_-_64282867.23-P1P2	968	332	1318	0
PTP4A1_-_64282902.23-P1P2	4469	10132	2802	6191
PTP4A1_-_64282965.23-P1P2	3013	4728	911	2
PTP4A2_+_32403849.23-P1P2	972	0	1351	2
PTP4A2_+_32403888.23-P1P2	1028	1	716	1625
PTP4A2_+_32403897.23-P1P2	0	0	0	0
PTP4A2_-_32403484.23-P1P2	2	1	1104	2900
PTP4A2_-_32403917.23-P1P2	1	0	963	1
PTP4A3_+_142402150.23-P1P2	1545	1	1010	1
PTP4A3_+_142402153.23-P1P2	2381	8	1171	2886
PTP4A3_+_142402168.23-P1P2	6006	1586	2242	5698
PTP4A3_+_142402180.23-P1P2	8	0	1905	1821
PTP4A3_+_142402502.23-P1P2	0	0	404	0
PTPDC1_+_96793098.23-P1P2	910	7877	3145	2275
PTPDC1_+_96793126.23-P1P2	2	5625	2640	1850
PTPDC1_+_96793142.23-P1P2	1080	4375	1047	1
PTPDC1_+_96793154.23-P1P2	5391	2624	2272	7426
PTPDC1_-_96793136.23-P1P2	1334	68	2539	1197
PTPLA_+_17659313.23-P1P2	4642	4079	1082	1
PTPLA_+_17659316.23-P1P2	5	5743	1693	20
PTPLA_-_17659256.23-P1P2	617	0	858	0
PTPLA_-_17659268.23-P1P2	3228	6	1713	1789
PTPLA_-_17659391.23-P1P2	2657	787	502	2
PTPLB_+_123303861.23-P1P2	2	0	330	1
PTPLB_+_123303870.23-P1P2	3	2	795	1
PTPLB_+_123303882.23-P1P2	0	0	251	1982
PTPLB_+_123303889.23-P1P2	4251	5738	282	3956
PTPLB_-_123303937.23-P1P2	929	0	936	2935
PTPMT1_+_47587224.23-P1P2	0	0	111	0
PTPMT1_+_47587324.23-P1P2	1007	3	98	3530
PTPMT1_+_47587389.23-P1P2	0	0	0	0
PTPMT1_+_47587437.23-P1P2	0	0	0	0
PTPMT1_-_47587624.23-P1P2	3	792	111	0
PTPN11_+_112857139.23-P1P2	1510	1339	2613	5056
PTPN11_+_112857175.23-P1P2	2611	5701	2215	6273
PTPN11_-_112856894.23-P1P2	1680	8068	1520	1638
PTPN11_-_112856929.23-P1P2	3109	1787	2214	1892
PTPN11_-_112857218.23-P1P2	2	0	651	2651
PTPN12_+_77166700.23-P1P2	918	1	1113	3554
PTPN12_+_77167035.23-P1P2	0	0	98	0
PTPN12_-_77166570.23-P1P2	0	0	0	0
PTPN12_-_77166641.23-P1P2	2	0	609	0
PTPN12_-_77166759.23-P1P2	841	4975	1749	1366
PTPN13_+_87515518.23-P1P2	311	2039	2229	109
PTPN13_+_87515528.23-P1P2	3232	2	2047	2924
PTPN13_-_87515481.23-P1P2	4412	5	1435	3153
PTPN13_-_87515492.23-P1P2	1608	4	2271	1699
PTPN13_-_87515661.23-P1P2	4169	6	1554	2608
PTPN14_+_214724445.23-P1P2	1180	1	1593	2
PTPN14_+_214724894.23-P1P2	2134	8710	1112	3787
PTPN14_+_214724909.23-P1P2	4826	6301	1205	6640
PTPN14_-_214724508.23-P1P2	5036	4	2479	1512
PTPN14_-_214724712.23-P1P2	2801	3	736	3156
PTPN18_+_131113855.23-P2	1348	1	1289	1
PTPN18_+_131114016.23-P2	6	0	1796	1784
PTPN18_+_131114024.23-P2	1444	2	1088	1613
PTPN18_+_131129791.23-P1	2148	5	1270	4764
PTPN18_+_131129822.23-P1	810	4059	1340	1530
PTPN18_+_131129861.23-P1	2629	2816	2222	2
PTPN18_-_131114058.23-P2	5	3826	2127	3103
PTPN18_-_131114079.23-P2	1080	2	1028	0
PTPN18_-_131129881.23-P1	417	1	2524	4
PTPN18_-_131130253.23-P1	3836	4858	1802	1886
PTPN1_+_49127138.23-P1P2	1274	3	1671	3204
PTPN1_+_49127347.23-P1P2	1	0	605	0
PTPN1_-_49126945.23-P1P2	2466	3	1323	2464
PTPN1_-_49127012.23-P1P2	4042	1	1287	2
PTPN1_-_49127127.23-P1P2	1451	2824	306	2
PTPN20B_+_48806691.23-ENST00000374233.3	1	2	508	1472
PTPN20B_+_48806914.23-ENST00000374233.3	1	3	612	1128
PTPN20B_+_48827463.23-ENST00000331650.4,ENST00000395668.1	0	0	175	0
PTPN20B_+_48827518.23-ENST00000331650.4,ENST00000395668.1	1247	1	1950	1
PTPN20B_+_48827518.23-ENST00000509631.1,ENST00000514491.1	1247	1	1950	1
PTPN20B_+_48827527.23-ENST00000509631.1,ENST00000514491.1	2020	5335	1001	3
PTPN20B_+_48827567.23-ENST00000509631.1,ENST00000514491.1	1203	0	1270	0
PTPN20B_+_48827846.23-ENST00000331650.4,ENST00000395668.1	1	0	361	0
PTPN20B_+_48827877.23-ENST00000331650.4,ENST00000395668.1	1140	0	1380	2
PTPN20B_-_48806491.23-ENST00000374233.3	2	2	1745	3456
PTPN20B_-_48806831.23-ENST00000374233.3	1443	1	564	2
PTPN20B_-_48806852.23-ENST00000374233.3	1771	1	1001	1
PTPN20B_-_48827138.23-ENST00000509631.1,ENST00000514491.1	5846	4	2260	1549
PTPN20B_-_48827547.23-ENST00000331650.4,ENST00000395668.1	2299	5948	2804	7543
PTPN20B_-_48827547.23-ENST00000509631.1,ENST00000514491.1	2299	5948	2804	7543
PTPN21_+_89020854.23-P1P2	1822	5999	1107	3705
PTPN21_-_89020899.23-P1P2	1559	1	897	1849
PTPN21_-_89021192.23-P1P2	5	0	1152	1239
PTPN21_-_89021266.23-P1P2	2027	9640	2929	1414
PTPN21_-_89021300.23-P1P2	3904	3680	684	5
PTPN22_+_114414389.23-P1P2	0	0	48	0
PTPN22_-_114414140.23-P1P2	0	0	616	0
PTPN22_-_114414151.23-P1P2	1196	0	468	2087
PTPN22_-_114414171.23-P1P2	2	4861	1145	2028
PTPN22_-_114414284.23-P1P2	1292	0	421	0
PTPN23_+_47422581.23-P1P2	0	0	0	0
PTPN23_+_47422702.23-P1P2	1609	0	1027	2
PTPN23_+_47422904.23-P1P2	1653	3	1087	3448
PTPN23_+_47422915.23-P1P2	1301	2170	2059	1
PTPN23_+_47422954.23-P1P2	2663	4	1111	922
PTPN2_+_12884205.23-P1P2	3916	2662	1206	1403
PTPN2_+_12884256.23-P1P2	1007	4	1941	1141
PTPN2_-_12883808.23-P1P2	2176	6100	2924	3
PTPN2_-_12884182.23-P1P2	5	4	1994	1801
PTPN2_-_12884209.23-P1P2	6	6	3142	4872
PTPN3_+_112260332.23-P1P2	0	0	2177	0
PTPN3_+_112260578.23-P1P2	1555	3829	1553	5
PTPN3_-_112260154.23-P1P2	1151	1	871	0
PTPN3_-_112260513.23-P1P2	639	4	529	4908
PTPN3_-_112260548.23-P1P2	2531	2	1337	946
PTPN4_+_120517494.23-P1P2	0	0	801	0
PTPN4_+_120517508.23-P1P2	2444	3	1679	2085
PTPN4_+_120517893.23-P1P2	3150	4	1363	2814
PTPN4_-_120517874.23-P1P2	3215	1940	682	3
PTPN4_-_120517960.23-P1P2	1398	1	262	0
PTPN5_+_18812703.23-P1P2	1310	1	894	2
PTPN5_+_18813061.23-P1P2	6	2634	2343	2137
PTPN5_+_18813175.23-P1P2	4627	6	2310	1859
PTPN5_-_18812712.23-P1P2	1	1	865	2159
PTPN5_-_18813046.23-P1P2	1694	4	1862	1858
PTPN6_+_7060612.23-P1P2	618	1	288	1579
PTPN6_+_7060616.23-P1P2	1275	4	1501	1556
PTPN6_+_7060928.23-P1P2	695	2	768	0
PTPN6_+_7061043.23-P1P2	2857	1	1354	1
PTPN6_-_7060554.23-P1P2	3749	5	761	1
PTPN7_+_202129509.23-P1P2	1992	2	1164	0
PTPN7_+_202129592.23-P1P2	1603	0	1116	2
PTPN7_-_202128782.23-P1P2	2	2	334	1857
PTPN7_-_202129293.23-P1P2	1307	5231	996	1328
PTPN7_-_202129311.23-P1P2	2946	0	99	2
PTPN9_+_75871311.23-P1P2	4204	1379	966	7
PTPN9_-_75871422.23-P1P2	2	0	594	2
PTPN9_-_75871564.23-P1P2	1	1	2146	1843
PTPN9_-_75871589.23-P1P2	0	3	768	1929
PTPN9_-_75871641.23-P1P2	1065	4211	2867	2
PTPRA_+_2854206.23-P1P2	1467	0	2010	3
PTPRA_+_2854209.23-P1P2	3279	4	430	1813
PTPRA_+_2854528.23-P1P2	1100	2316	1342	2972
PTPRA_-_2854133.23-P1P2	0	0	0	0
PTPRA_-_2854679.23-P1P2	3866	1	2224	2183
PTPRB_+_71031111.23-P1P2	6759	5	951	2299
PTPRB_+_71031153.23-P1P2	1644	0	687	1143
PTPRB_-_71030803.23-P1P2	0	1	490	0
PTPRB_-_71030962.23-P1P2	0	0	95	0
PTPRB_-_71031143.23-P1P2	0	0	0	0
PTPRC_+_198608179.23-P1P2	3996	7701	2409	8528
PTPRC_+_198608590.23-P1P2	0	0	192	0
PTPRC_-_198608218.23-P1P2	0	0	431	1
PTPRC_-_198608231.23-P1P2	0	0	238	0
PTPRC_-_198608263.23-P1P2	0	0	377	0
PTPRD_+_10033716.23-ENST00000381196.4	0	0	477	0
PTPRD_+_10033730.23-ENST00000381196.4	4	0	79	1686
PTPRD_+_8733454.23-ENST00000356435.5,ENST00000540109.1	1	0	282	0
PTPRD_+_8733645.23-ENST00000356435.5,ENST00000540109.1	1	2	747	0
PTPRD_+_8733732.23-ENST00000356435.5,ENST00000540109.1	1568	2	1264	2
PTPRD_+_8733896.23-ENST00000356435.5,ENST00000540109.1	2403	2230	1525	2908
PTPRD_-_10033370.23-ENST00000381196.4	7	5639	748	1
PTPRD_-_10033402.23-ENST00000381196.4	2	2377	413	1
PTPRD_-_10033759.23-ENST00000381196.4	0	0	174	0
PTPRD_-_8733960.23-ENST00000356435.5,ENST00000540109.1	2681	4801	2114	2949
PTPRE_+_129705239.23-ENST00000254667.3	1232	4160	1311	2
PTPRE_+_129705603.23-ENST00000254667.3	1434	1	1093	1
PTPRE_+_129785535.23-ENST00000419012.2	1540	1	719	0
PTPRE_+_129785582.23-ENST00000419012.2	1	2301	600	1
PTPRE_+_129785797.23-ENST00000419012.2	0	1	806	0
PTPRE_+_129785808.23-ENST00000419012.2	1	1	903	1592
PTPRE_-_129705436.23-ENST00000254667.3	1280	2	1817	4551
PTPRE_-_129705746.23-ENST00000254667.3	1086	4826	1338	1825
PTPRE_-_129705947.23-ENST00000254667.3	2119	1	1459	2421
PTPRE_-_129786028.23-ENST00000419012.2	1320	2969	2143	0
PTPRF_+_43997037.23-P1P2	0	0	685	0
PTPRF_+_43997040.23-P1P2	1070	5683	2246	1781
PTPRF_-_43996596.23-P1P2	0	1	1228	0
PTPRF_-_43996761.23-P1P2	3402	1295	1622	1965
PTPRF_-_43996980.23-P1P2	4877	3	2510	3437
PTPRG_+_61547253.23-P1P2	766	1	1494	1363
PTPRG_+_61547682.23-P1P2	1252	2	2101	0
PTPRG_+_61547717.23-P1P2	625	0	754	1847
PTPRG_+_61547724.23-P1P2	2074	1	852	1858
PTPRG_-_61547264.23-P1P2	0	0	115	0
PTPRH_+_55720802.23-P1P2	6	2942	2294	1533
PTPRH_+_55720831.23-P1P2	0	0	279	2
PTPRH_+_55720837.23-P1P2	1093	1	1146	2
PTPRH_+_55720847.23-P1P2	2	0	980	1
PTPRH_-_55720820.23-P1P2	1559	2717	1517	0
PTPRJ_+_48002160.23-P1P2	935	11997	1646	1321
PTPRJ_+_48002288.23-P1P2	2643	3	1776	338
PTPRJ_-_48002135.23-P1P2	5938	5369	4806	4558
PTPRJ_-_48002138.23-P1P2	3	1618	1002	1
PTPRJ_-_48002766.23-P1P2	10442	6	2338	5027
PTPRK_+_128812664.23-P2	1576	4681	373	2
PTPRK_+_128812887.23-P2	3527	3888	876	1392
PTPRK_+_128812975.23-P2	5412	1	3155	6792
PTPRK_+_128841306.23-P1	0	1	1133	1499
PTPRK_+_128841326.23-P1	1290	2	1348	359
PTPRK_+_128841714.23-P1	2935	1	1805	3763
PTPRK_-_128812763.23-P2	3085	1	600	2
PTPRK_-_128812941.23-P2	1450	2	812	3702
PTPRK_-_128841669.23-P1	0	0	154	0
PTPRK_-_128841729.23-P1	2344	10147	2855	311
PTPRM_+_7567308.23-P1P2	11	4508	2210	8938
PTPRM_+_7567311.23-P1P2	2649	3	1824	2020
PTPRM_+_7567639.23-P1P2	1151	9558	2588	1396
PTPRM_+_7567648.23-P1P2	2	0	788	2167
PTPRM_-_7567324.23-P1P2	530	7161	627	2
PTPRN2_+_158380111.23-ENST00000389416.4,ENST00000389418.4,ENST00000409483.1	1165	3	922	1373
PTPRN2_+_158380139.23-ENST00000389416.4,ENST00000389418.4,ENST00000409483.1	366	3434	1703	1
PTPRN2_-_158380061.23-ENST00000389416.4,ENST00000389418.4,ENST00000409483.1	2	6	2073	2840
PTPRN2_-_158380151.23-ENST00000389416.4,ENST00000389418.4,ENST00000409483.1	2353	1	1225	2
PTPRN2_-_158380293.23-ENST00000389416.4,ENST00000389418.4,ENST00000409483.1	2065	1	2056	1391
PTPRN_+_220173668.23-P1P2	1014	2	1196	714
PTPRN_+_220173680.23-P1P2	2	1401	1039	0
PTPRN_+_220173717.23-P1P2	651	1	270	1
PTPRN_+_220173737.23-P1P2	1255	0	806	1
PTPRN_+_220174048.23-P1P2	1	3	0	1310
PTPRO_+_15475672.23-P1P2	6	2	3307	4258
PTPRO_+_15475859.23-P1P2	3074	5969	2434	4651
PTPRO_-_15475488.23-P1P2	1436	4315	681	2
PTPRO_-_15475496.23-P1P2	0	0	0	0
PTPRO_-_15475504.23-P1P2	658	0	1067	1
PTPRR_-_71314411.23-P1P2	1136	4703	343	3083
PTPRR_-_71314414.23-P1P2	1	2	1085	0
PTPRR_-_71314459.23-P1P2	2	1	1322	1
PTPRR_-_71314464.23-P1P2	1291	0	1588	1
PTPRR_-_71314467.23-P1P2	6	5312	729	1719
PTPRS_+_5340389.23-P1P2	1256	4542	477	6
PTPRS_+_5340586.23-P1P2	1925	8941	2102	3825
PTPRS_+_5340598.23-P1P2	2106	5	1979	7863
PTPRS_+_5340836.23-P1P2	0	0	213	0
PTPRS_-_5340748.23-P1P2	1	2	831	0
PTPRZ1_+_121513259.23-P1P2	1602	2	906	1
PTPRZ1_+_121513591.23-P1P2	1595	0	472	0
PTPRZ1_-_121513222.23-P1P2	2575	3	1459	3786
PTPRZ1_-_121513629.23-P1P2	301	1	926	0
PTPRZ1_-_121513634.23-P1P2	1347	0	641	0
PTS_+_112097213.23-P1P2	453	0	757	17
PTS_+_112097553.23-P1P2	0	0	384	0
PTS_+_112097564.23-P1P2	3	2593	937	1758
PTS_-_112097179.23-P1P2	2	4265	1396	1
PTS_-_112097185.23-P1P2	1214	2856	1092	2
PURA_+_139487386.23-P1	4651	7142	2233	2149
PURA_+_139487400.23-P1	3691	1494	1910	1892
PURA_+_139487809.23-P1	1	0	1209	0
