	Diff	Lower	Upper
	Rep1	Rep1	Rep1
sgId			
RIPK2_-_90770465.23-P1P2	1704	9552	1438
RIPK3_+_24808765.23-P1P2	3094	4	2956
RIPK3_+_24808862.23-P1P2	1419	1	0
RIPK3_-_24808785.23-P1P2	0	0	0
RIPK3_-_24808791.23-P1P2	1311	0	2
RIPK3_-_24809163.23-P1P2	703	2	0
RIPK4_+_43186762.23-P1P2	1177	3	0
RIPK4_+_43187115.23-P1P2	2590	4	433
RIPK4_+_43187173.23-P1P2	5080	5	1735
RIPK4_+_43187193.23-P1P2	5832	5071	2788
RIPK4_-_43187180.23-P1P2	0	0	0
RLBP1_+_89764782.23-P1P2	2629	0	0
RLBP1_+_89764785.23-P1P2	1473	1	1616
RLBP1_+_89764796.23-P1P2	0	0	0
RLBP1_+_89764803.23-P1P2	0	0	0
RLBP1_+_89764834.23-P1P2	0	0	0
RNASE2_+_21424066.23-P1P2	0	0	0
RNASE2_-_21423687.23-P1P2	1129	1	0
RNASE2_-_21423694.23-P1P2	0	0	0
RNASE2_-_21423740.23-P1P2	0	0	0
RNASE2_-_21423896.23-P1P2	1823	2	1
RNASE3_+_21359960.23-P1P2	3496	6073	1
RNASE3_+_21359982.23-P1P2	0	0	0
RNASE3_+_21359986.23-P1P2	0	0	0
RNASE3_-_21359811.23-P1P2	0	0	0
RNASE3_-_21359955.23-P1P2	0	0	0
RNASE4_+_21152724.23-P1P2	3380	3130	2389
RNASE4_+_21152942.23-P1P2	1361	3	1
RNASE4_+_21153194.23-P1P2	1297	3	3467
RNASE4_-_21153201.23-P1P2	1566	3285	1983
RNASE4_-_21153211.23-P1P2	0	0	0
RNASEL_+_182558346.23-P1P2	3876	3	3
RNASEL_+_182558365.23-P1P2	1068	3	2074
RNASEL_-_182558138.23-P1P2	2549	3	2931
RNASEL_-_182558152.23-P1P2	0	0	0
RNASEL_-_182558334.23-P1P2	0	0	0
RNGTT_+_89673250.23-P1P2	0	0	0
RNGTT_+_89673254.23-P1P2	0	0	0
RNGTT_-_89673106.23-P1P2	0	0	0
RNGTT_-_89673280.23-P1P2	0	0	0
RNGTT_-_89673283.23-P1P2	0	0	0
ROCK1_-_18691281.23-P1P2	0	0	0
ROCK1_-_18691378.23-P1P2	4360	4	1214
ROCK1_-_18691680.23-P1P2	1543	5	0
ROCK1_-_18691698.23-P1P2	1096	1	1
ROCK1_-_18691767.23-P1P2	5868	5	1
ROCK2_+_11484269.23-P1P2	1002	7472	4874
ROCK2_+_11484687.23-P1P2	4120	3341	3
ROCK2_+_11484706.23-P1P2	0	0	0
ROCK2_+_11484752.23-P1P2	2168	2	2
ROCK2_-_11484367.23-P1P2	1459	4817	0
ROR1_+_64239737.23-P1P2	0	0	0
ROR1_+_64240173.23-P1P2	0	0	0
ROR1_-_64239678.23-P1P2	1214	5415	4109
ROR1_-_64239704.23-P1P2	0	0	0
ROR1_-_64239913.23-P1P2	1289	1	1878
ROR2_+_94712030.23-P1P2	3049	5	2316
ROR2_+_94712390.23-P1P2	0	0	0
ROR2_-_94712079.23-P1P2	3968	668	0
ROR2_-_94712082.23-P1P2	0	0	0
ROR2_-_94712437.23-P1P2	0	0	0
RORA_+_61521246.23-ENST00000335670.6	0	0	0
RORA_-_61521289.23-ENST00000335670.6	2317	5	3765
RORA_-_61521637.23-ENST00000335670.6	2696	3	2
RORA_-_61521640.23-ENST00000335670.6	0	0	0
RORA_-_61521672.23-ENST00000335670.6	2501	0	2
ROS1_+_117746571.23-P1P2	1270	2858	1598
ROS1_+_117746582.23-P1P2	1366	0	0
ROS1_+_117746961.23-P1P2	0	0	0
ROS1_+_117746996.23-P1P2	0	0	0
ROS1_-_117746762.23-P1P2	1143	0	3348
RPIA_+_88991242.23-P1P2	0	0	0
RPIA_-_88991373.23-P1P2	0	0	0
RPIA_-_88991376.23-P1P2	0	0	0
RPIA_-_88991501.23-P1P2	0	0	0
RPIA_-_88991603.23-P1P2	710	2273	3805
RPS6KA1_+_26856736.23-P2	0	0	0
RPS6KA1_+_26872412.23-P1	298	2	3495
RPS6KA1_+_26872431.23-P1	4016	2791	3
RPS6KA1_-_26856271.23-P2	2700	2	803
RPS6KA1_-_26856314.23-P2	0	0	0
RPS6KA1_-_26856533.23-P2	2913	679	3865
RPS6KA1_-_26856712.23-P2	0	0	0
RPS6KA1_-_26872423.23-P1	3272	7	4863
RPS6KA1_-_26872747.23-P1	1167	2	2
RPS6KA1_-_26872758.23-P1	1480	1	0
RPS6KA2_+_167040194.23-P1P2	0	0	0
RPS6KA2_+_167040304.23-P1P2	0	0	0
RPS6KA2_+_167040728.23-P1P2	1331	5184	1268
RPS6KA2_-_167040333.23-P1P2	1799	0	0
RPS6KA2_-_167040666.23-P1P2	1438	0	1
RPS6KA3_+_20284908.23-P1P2	1413	0	0
RPS6KA3_+_20284937.23-P1P2	0	0	0
RPS6KA3_-_20284594.23-P1P2	1523	3976	1970
RPS6KA3_-_20284919.23-P1P2	888	1	1127
RPS6KA3_-_20285005.23-P1P2	4002	3	2631
RPS6KA4_+_64126701.23-P1P2	0	0	0
RPS6KA4_+_64127018.23-P1P2	0	0	0
RPS6KA4_+_64127052.23-P1P2	2332	4	412
RPS6KA4_-_64126660.23-P1P2	1268	2	3542
RPS6KA4_-_64126713.23-P1P2	1334	3668	1738
RPS6KA5_+_91526931.23-P1P2	771	1	4216
RPS6KA5_+_91526950.23-P1P2	0	0	0
RPS6KA5_+_91526956.23-P1P2	2249	5425	1216
RPS6KA5_-_91526887.23-P1P2	3436	2	3
RPS6KA5_-_91526900.23-P1P2	0	0	0
RPS6KA6_+_83443137.23-P1P2	2809	3415	3
RPS6KA6_+_83443152.23-P1P2	124	1	1878
RPS6KA6_+_83443191.23-P1P2	0	0	0
RPS6KA6_-_83442779.23-P1P2	1939	2616	1546
RPS6KA6_-_83443071.23-P1P2	3845	10	6714
RPS6KB1_+_57970498.23-P1P2	0	0	0
RPS6KB1_+_57970582.23-P1P2	910	1	1284
RPS6KB1_-_57970507.23-P1P2	0	0	0
RPS6KB1_-_57970510.23-P1P2	1464	3	0
RPS6KB1_-_57970559.23-P1P2	1458	5	4446
RPS6KB2_+_67195953.23-P1P2	0	0	0
RPS6KB2_+_67196335.23-P1P2	0	0	0
RPS6KB2_+_67196434.23-P1P2	0	0	0
RPS6KB2_-_67195987.23-P1P2	4407	3	1715
RPS6KB2_-_67196161.23-P1P2	0	0	0
RPS6KC1_+_213224613.23-P1P2	1340	11059	3567
RPS6KC1_+_213224641.23-P1P2	1279	2600	1525
RPS6KC1_+_213224657.23-P1P2	6111	6508	1544
RPS6KC1_+_213224690.23-P1P2	1254	0	0
RPS6KC1_+_213224698.23-P1P2	3440	3	3085
RPS6KL1_+_75389876.23-P1P2	1659	5205	2
RPS6KL1_+_75389921.23-P1P2	1383	1	1
RPS6KL1_+_75389935.23-P1P2	1834	2	1785
RPS6KL1_-_75389910.23-P1P2	1702	1	0
RPS6KL1_-_75389934.23-P1P2	0	0	0
RSL24D1_+_55488725.23-P1P2	0	0	0
RSL24D1_-_55488741.23-P1P2	0	0	0
RSL24D1_-_55488847.23-P1P2	0	0	0
RSL24D1_-_55488919.23-P1P2	0	0	0
RSL24D1_-_55489054.23-P1P2	0	0	0
RTCA_+_100731796.23-P1P2	737	0	1
RTCA_-_100731784.23-P1P2	0	0	0
RTCA_-_100731838.23-P1P2	3555	3969	1899
RTCA_-_100732018.23-P1P2	0	0	0
RTCA_-_100732189.23-P1P2	1070	1	1350
RXRA_+_137218484.23-P1P2	1484	4300	2706
RXRA_-_137218681.23-P1P2	914	2	1629
RXRA_-_137218769.23-P1P2	0	0	0
RXRA_-_137218786.23-P1P2	2956	2552	1150
RXRA_-_137218789.23-P1P2	0	0	0
RXRB_+_33168184.23-P1P2	0	0	0
RXRB_+_33168378.23-P1P2	0	0	0
RXRB_+_33168411.23-P1P2	644	1	1983
RXRB_-_33167833.23-P1P2	1085	3006	0
RXRB_-_33168450.23-P1P2	0	0	0
RXRG_+_165413902.23-P1P2	0	0	0
RXRG_+_165414304.23-P1P2	5129	7315	7
RXRG_-_165414269.23-P1P2	2814	4572	5
RXRG_-_165414297.23-P1P2	0	0	0
RXRG_-_165414315.23-P1P2	0	0	0
RYK_+_133969666.23-P1P2	0	0	0
RYK_+_133969669.23-P1P2	2501	7766	4
RYK_+_133969686.23-P1P2	0	0	0
RYK_-_133969297.23-P1P2	0	0	0
RYK_-_133969698.23-P1P2	0	0	0
RYR1_+_38924326.23-P1P2	0	0	0
RYR1_+_38924336.23-P1P2	3735	6343	2535
RYR1_+_38924343.23-P1P2	725	1	1252
RYR1_+_38924366.23-P1P2	0	0	0
RYR1_+_38924742.23-P1P2	0	0	0
S100A11_+_152009025.23-P1P2	2829	6265	1527
S100A11_+_152009172.23-P1P2	1445	1	1750
S100A11_+_152009236.23-P1P2	989	0	1768
S100A11_+_152009488.23-P1P2	1651	2353	2
S100A11_-_152009089.23-P1P2	2428	2	1601
S100A12_+_153346925.23-P2	0	0	0
S100A12_+_153346950.23-P2	0	0	0
S100A12_+_153347905.23-P1	1698	0	0
S100A12_+_153347983.23-P1	1243	0	1867
S100A12_+_153347992.23-P1	0	0	0
S100A12_+_153348064.23-P1	2538	1	0
S100A12_-_153346536.23-P2	652	884	1
S100A12_-_153346899.23-P2	2930	3	3
S100A12_-_153346988.23-P2	0	0	0
S100A12_-_153348041.23-P1	1094	3982	1738
S100A13_+_153599607.23-P1P2	0	0	0
S100A13_+_153599935.23-P1P2	4958	2902	1999
S100A13_-_153599940.23-P1P2	0	0	0
S100A13_-_153599961.23-P1P2	3614	2823	1840
S100A13_-_153599973.23-P1P2	726	2	1
S100A1_+_153600923.23-P1	3713	4	5
S100A1_+_153600937.23-P1	2823	5713	7
S100A1_+_153600949.23-P1	0	0	0
S100A1_+_153601219.23-P1	866	6115	1580
S100A1_+_153603287.23-P2	1229	3180	0
S100A1_-_153601102.23-P1	5630	956	3
S100A1_-_153603069.23-P2	994	2	4512
S100A1_-_153603127.23-P2	0	0	0
S100A1_-_153603152.23-P2	1416	0	2267
S100A1_-_153603155.23-P2	0	0	0
S100A2_+_153537850.23-P1P2	0	0	0
S100A2_+_153537932.23-P1P2	3184	2	3015
S100A2_+_153537957.23-P1P2	747	174	1
S100A2_-_153537893.23-P1P2	0	0	0
S100A2_-_153537989.23-P1P2	0	0	0
S100A4_+_153517914.23-P1P2	803	0	1
S100A4_-_153517520.23-P1P2	1149	5308	1721
S100A4_-_153517830.23-P1P2	769	4447	4
S100A4_-_153517933.23-P1P2	3878	1	1
S100A4_-_153518261.23-P1P2	1584	3056	1627
S100A7_+_153432620.23-P1P2	1460	2687	1407
S100A7_-_153432672.23-P1P2	1592	5194	3
S100A7_-_153432768.23-P1P2	0	0	0
S100A7_-_153432779.23-P1P2	0	0	0
S100A7_-_153432782.23-P1P2	752	2	1
S100B_+_48024930.23-P1P2	0	0	0
S100B_+_48024942.23-P1P2	1768	0	2
S100B_+_48024946.23-P1P2	759	0	1830
S100B_-_48024993.23-P1P2	237	0	1
S100B_-_48025006.23-P1P2	1127	3648	0
S100G_+_16668322.23-P1P2	1260	5	2304
S100G_+_16668356.23-P1P2	686	3	4729
S100G_+_16668570.23-P1P2	0	0	0
S100G_-_16668326.23-P1P2	0	0	0
S100G_-_16668520.23-P1P2	2499	2	1233
S100P_+_6695596.23-P1P2	0	0	0
S100P_-_6695684.23-P1P2	0	0	0
S100P_-_6695907.23-P1P2	3021	4177	4
S100P_-_6695980.23-P1P2	0	0	0
S100P_-_6695983.23-P1P2	1296	2	0
SAA1_+_18287752.23-P1P2	915	9596	5
SAA1_+_18287761.23-P1P2	0	0	0
SAA1_-_18287768.23-P1P2	1541	0	1
SAA1_-_18287808.23-P1P2	4219	1	1
SAA1_-_18288218.23-P1P2	4577	2	1322
SACM1L_-_45730829.23-P1P2	0	0	0
SACM1L_-_45730878.23-P1P2	3920	1	2845
SACM1L_-_45730905.23-P1P2	0	0	0
SACM1L_-_45730908.23-P1P2	0	0	0
SACM1L_-_45730966.23-P1P2	0	0	0
SAR1B_+_133968072.23-P1P2	1239	5	0
SAR1B_+_133968297.23-P1P2	2642	4026	4360
SAR1B_+_133968380.23-P1P2	4623	5469	3386
SAR1B_+_133968439.23-P1P2	1118	2	1096
SAR1B_-_133968335.23-P1P2	0	0	0
SARS_+_109756585.23-P1P2	0	0	0
SARS_+_109756924.23-P1P2	0	0	0
SARS_+_109756978.23-P1P2	0	0	0
SARS_-_109756557.23-P1P2	0	0	0
SARS_-_109756597.23-P1P2	0	0	0
SBF1_+_50912969.23-P1P2	3615	1124	4
SBF1_+_50913006.23-P1P2	1279	3	1611
SBF1_+_50913049.23-P1P2	1519	0	1428
SBF1_+_50913077.23-P1P2	931	0	0
SBF1_+_50913422.23-P1P2	1231	0	1701
SBF2_+_10315554.23-P1P2	2929	2904	5833
SBF2_+_10315672.23-P1P2	0	0	0
SBF2_+_10315739.23-P1P2	1172	5134	5
SBF2_-_10315286.23-P1P2	1150	1	3
SBF2_-_10315514.23-P1P2	0	0	0
SBK1_+_28303849.23-P1P2	3874	14187	2056
SBK1_+_28304073.23-P1P2	1439	2	2
SBK1_+_28304264.23-P1P2	1384	2	0
SBK1_-_28304002.23-P1P2	0	0	0
SBK1_-_28304204.23-P1P2	0	0	0
SBK2_+_56048200.23-P1P2	0	0	0
SBK2_+_56048245.23-P1P2	0	0	0
SBK2_+_56048448.23-P1P2	4062	1	1469
SBK2_-_56048060.23-P1P2	1113	8907	1664
SBK2_-_56048071.23-P1P2	0	0	0
SCARB1_+_125347917.23-P1P2	0	0	0
SCARB1_-_125348347.23-P1P2	4867	4	5119
SCARB1_-_125348377.23-P1P2	915	2196	1074
SCARB1_-_125348382.23-P1P2	2527	2	2
SCARB1_-_125348396.23-P1P2	4518	4724	5
SCGB1A1_+_62186533.23-P1P2	640	4067	4148
SCGB1A1_+_62186562.23-P1P2	0	0	0
SCGB1A1_+_62186589.23-P1P2	3310	0	1
SCGB1A1_+_62186952.23-P1P2	0	0	0
SCGB1A1_-_62186542.23-P1P2	0	0	0
SCLY_+_238969776.23-ENST00000254663.6,ENST00000555827.1	3544	4	1
SCLY_-_238969756.23-ENST00000254663.6,ENST00000555827.1	1479	3954	1728
SCLY_-_238969931.23-ENST00000254663.6,ENST00000555827.1	1274	2586	823
SCLY_-_238969949.23-ENST00000254663.6,ENST00000555827.1	2140	3	1761
SCLY_-_238969978.23-ENST00000254663.6,ENST00000555827.1	7573	1	4
SCMH1_+_41626493.23-ENST00000326197.7	1267	1	0
SCMH1_+_41626545.23-ENST00000326197.7	0	0	0
SCMH1_+_41626552.23-ENST00000326197.7	0	0	0
SCMH1_+_41627029.23-ENST00000402904.2	0	0	0
SCMH1_+_41627034.23-ENST00000402904.2	0	0	0
SCMH1_-_41626430.23-ENST00000326197.7	0	0	0
SCMH1_-_41626498.23-ENST00000326197.7	1087	0	0
SCMH1_-_41626628.23-ENST00000402904.2	0	0	0
SCMH1_-_41626645.23-ENST00000402904.2	1540	5842	1774
SCMH1_-_41627112.23-ENST00000402904.2	1268	1	3911
SCN10A_+_38835213.23-ENST00000449082.2	4264	5	2
SCN10A_-_38835251.23-ENST00000449082.2	1577	0	1
SCN10A_-_38835269.23-ENST00000449082.2	0	0	0
SCN10A_-_38835311.23-ENST00000449082.2	0	0	0
SCN10A_-_38835462.23-ENST00000449082.2	0	0	0
SCN11A_+_38991609.23-ENST00000302328.3,ENST00000450244.1	0	0	0
SCN11A_+_38992029.23-ENST00000302328.3,ENST00000450244.1	0	0	0
SCN11A_+_38992032.23-ENST00000302328.3,ENST00000450244.1	0	0	0
SCN11A_-_38991624.23-ENST00000302328.3,ENST00000450244.1	0	0	0
SCN11A_-_38991801.23-ENST00000302328.3,ENST00000450244.1	0	0	0
SCN1A_+_166929645.23-ENST00000303395.4,ENST00000423058.2	554	3473	2
SCN1A_+_166930061.23-ENST00000303395.4,ENST00000423058.2	0	0	0
SCN1A_+_166930127.23-ENST00000303395.4,ENST00000423058.2	2801	4957	1664
SCN1A_-_166929817.23-ENST00000303395.4,ENST00000423058.2	1702	1	1
SCN1A_-_166930100.23-ENST00000303395.4,ENST00000423058.2	0	0	0
SCN1B_-_35521391.23-P1P2	0	0	0
SCN1B_-_35521422.23-P1P2	0	0	0
SCN1B_-_35521430.23-P1P2	4566	1993	2
SCN1B_-_35521446.23-P1P2	0	0	0
SCN1B_-_35521732.23-P1P2	1422	1	3288
SCN2A_+_166095938.23-P1P2	1327	3	2029
SCN2A_-_166095976.23-P1P2	1390	0	1504
SCN2A_-_166095992.23-P1P2	2784	2	1
SCN2A_-_166096383.23-P1P2	1106	0	0
SCN2A_-_166096427.23-P1P2	1457	1	1
SCN2B_+_118046952.23-P1P2	1328	0	0
SCN2B_+_118047292.23-P1P2	1473	1	0
SCN2B_-_118046909.23-P1P2	0	0	0
SCN2B_-_118047107.23-P1P2	1354	1	1
SCN2B_-_118047358.23-P1P2	0	0	0
SCN3A_+_166060129.23-P1P2	0	0	0
SCN3A_+_166060199.23-P1P2	0	0	0
SCN3A_+_166060543.23-P1P2	456	3	1
SCN3A_+_166060552.23-P1P2	0	0	0
SCN3A_-_166060301.23-P1P2	0	0	0
SCN4A_+_62049807.23-P1P2	0	0	0
SCN4A_-_62049835.23-P1P2	0	0	0
SCN4A_-_62049839.23-P1P2	1331	0	0
SCN4A_-_62050214.23-P1P2	793	2	1335
SCN4A_-_62050234.23-P1P2	0	0	0
SCN4B_+_118023016.23-P1P2	1475	0	1
SCN4B_+_118023499.23-P1P2	1061	0	1
SCN4B_-_118023129.23-P1P2	3840	14011	3792
SCN4B_-_118023437.23-P1P2	1525	3	0
SCN4B_-_118023465.23-P1P2	0	0	0
SCN5A_+_38691118.23-P1P2	0	0	0
SCN5A_+_38691154.23-P1P2	0	0	0
SCN5A_+_38691168.23-P1P2	997	2	4351
SCN5A_-_38690758.23-P1P2	2607	5356	1699
SCN5A_-_38690762.23-P1P2	1245	0	0
SCN9A_+_167232010.23-P1P2	0	0	0
SCN9A_+_167232052.23-P1P2	0	0	0
SCN9A_+_167232416.23-P1P2	3561	4	1802
SCN9A_+_167232419.23-P1P2	2257	2	1354
SCN9A_-_167232085.23-P1P2	1632	1	1
SCNN1A_+_6484217.23-P1P2	0	0	0
SCNN1A_+_6484231.23-P1P2	0	0	0
SCNN1A_+_6484256.23-P1P2	849	0	0
SCNN1A_+_6484591.23-P1P2	4054	3	1
SCNN1A_-_6484198.23-P1P2	0	0	0
SCNN1B_+_23313619.23-P1P2	1087	0	0
SCNN1B_+_23313704.23-P1P2	0	0	0
SCNN1B_+_23313707.23-P1P2	1283	3	4951
SCNN1B_+_23313895.23-P1P2	4371	7	1477
SCNN1B_-_23314049.23-P1P2	0	0	0
SCNN1D_+_1217412.23-P2	2697	6	1083
SCNN1D_+_1217472.23-P2	0	0	0
SCNN1D_+_1217814.23-P2	992	1	0
SCNN1D_+_1217823.23-P2	1464	4983	1815
SCNN1D_+_1219839.23-P1	2598	3	0
SCNN1D_+_1219842.23-P1	0	0	0
SCNN1D_-_1217792.23-P2	0	0	0
SCNN1D_-_1219407.23-P1	5727	4976	3592
SCNN1D_-_1219430.23-P1	1809	9482	1726
SCNN1D_-_1219456.23-P1	0	0	0
SCNN1G_+_23194059.23-P1P2	1251	5653	4737
SCNN1G_+_23194100.23-P1P2	2222	3	3168
SCNN1G_+_23194313.23-P1P2	2812	3	0
SCNN1G_+_23194468.23-P1P2	1150	0	1
SCNN1G_-_23194053.23-P1P2	1103	4255	1035
SCPEP1_+_55055504.23-P1P2	1547	5889	2
SCPEP1_+_55055545.23-P1P2	6058	1886	3
SCPEP1_+_55055973.23-P1P2	3481	3	3699
SCPEP1_-_55055523.23-P1P2	0	0	0
SCPEP1_-_55055935.23-P1P2	0	0	0
SCTR_+_120281511.23-P1P2	1434	2	2814
SCTR_+_120281514.23-P1P2	2248	6	1411
SCTR_+_120281965.23-P1P2	710	2226	684
SCTR_-_120281574.23-P1P2	0	0	0
SCTR_-_120281927.23-P1P2	2277	2	3303
SCYL1_+_65292574.23-P1P2	0	0	0
SCYL1_+_65292982.23-P1P2	810	0	1
SCYL1_-_65292594.23-P1P2	0	0	0
SCYL1_-_65292911.23-P1P2	1561	1	1
SCYL1_-_65293013.23-P1P2	0	0	0
SCYL2_+_100661199.23-P1P2	695	6986	1382
SCYL2_-_100661185.23-P1P2	0	0	0
SCYL2_-_100661215.23-P1P2	811	1	1178
SCYL2_-_100661218.23-P1P2	1102	2	1
SCYL2_-_100661262.23-P1P2	0	0	0
SCYL3_+_169862650.23-P1P2	1688	5	3605
SCYL3_+_169862653.23-P1P2	0	0	0
SCYL3_+_169862869.23-P1P2	0	0	0
SCYL3_+_169863015.23-P1P2	581	0	3
SCYL3_+_169863030.23-P1P2	1810	2290	3
SDF2_+_26988585.23-P1P2	0	0	0
SDF2_+_26988890.23-P1P2	1757	0	1
SDF2_+_26988894.23-P1P2	0	0	0
SDF2_+_26989101.23-P1P2	1004	3	1859
SDF2_-_26988637.23-P1P2	0	0	0
SDHA_+_218895.23-P1P2	4580	13853	1609
SDHA_+_218905.23-P1P2	1902	7283	3996
SDHA_-_218477.23-P1P2	716	5965	1
SDHA_-_218484.23-P1P2	0	0	0
SDHA_-_218663.23-P1P2	2206	0	1846
SDSL_+_113860559.23-P1P2	0	0	0
SDSL_-_113860273.23-P1P2	1189	6103	1866
SDSL_-_113860507.23-P1P2	0	0	0
SDSL_-_113860565.23-P1P2	2744	3759	1717
SDSL_-_113860660.23-P1P2	897	6210	796
SDS_+_113841691.23-P1P2	0	0	0
SDS_-_113841621.23-P1P2	0	0	0
SDS_-_113841624.23-P1P2	0	0	0
SDS_-_113841656.23-P1P2	0	0	0
SDS_-_113841659.23-P1P2	0	0	0
SEC14L2_+_30793323.23-P1P2	1425	4249	0
SEC14L2_+_30793386.23-P1P2	1219	3731	2970
SEC14L2_-_30793282.23-P1P2	2062	10	6835
SEC14L2_-_30793394.23-P1P2	4466	2	16
SEC14L2_-_30793453.23-P1P2	1924	2	2161
SEC14L3_+_30867557.23-P1P2	1197	2	1
SEC14L3_+_30867610.23-P1P2	0	0	0
SEC14L3_+_30867852.23-P1P2	1284	3	0
SEC14L3_-_30867533.23-P1P2	1459	5151	3
SEC14L3_-_30867970.23-P1P2	0	0	0
SEC14L4_+_30901645.23-P1P2	581	5806	3
SEC14L4_+_30901648.23-P1P2	1892	6	8064
SEC14L4_+_30901656.23-P1P2	942	4826	4
SEC14L4_+_30901673.23-P1P2	2476	0	1695
SEC14L4_-_30901625.23-P1P2	3079	3	1628
SELE_+_169702866.23-P1P2	437	1	1
SELE_+_169703166.23-P1P2	0	0	0
SELE_-_169702845.23-P1P2	0	0	0
SELE_-_169703154.23-P1P2	2797	0	1316
SELE_-_169703233.23-P1P2	0	0	0
SELP_+_169598943.23-P1P2	0	0	0
SELP_+_169599242.23-P1P2	1475	7	2081
SELP_+_169599347.23-P1P2	0	0	0
SELP_+_169599351.23-P1P2	0	0	0
SELP_+_169599378.23-P1P2	1645	0	1
SEPSECS_-_25161998.23-P1P2	0	0	0
SEPSECS_-_25162001.23-P1P2	0	0	0
SEPSECS_-_25162021.23-P1P2	0	0	0
SEPSECS_-_25162054.23-P1P2	0	0	0
SEPSECS_-_25162088.23-P1P2	0	0	0
SERPINA1_+_94854859.23-P1	0	0	0
SERPINA1_+_94856474.23-P2	0	0	0
SERPINA1_+_94856519.23-P2	658	3039	0
SERPINA1_+_94856939.23-P2	1625	5891	3456
SERPINA1_-_94854496.23-P1	3036	1	1
SERPINA1_-_94854886.23-P1	876	0	620
SERPINA1_-_94854918.23-P1	1038	2	0
SERPINA1_-_94854936.23-P1	1473	2	0
SERPINA1_-_94856929.23-P2	2452	3	1839
SERPINA1_-_94856932.23-P2	0	0	0
SERPINA5_+_95027799.23-P2	0	0	0
SERPINA5_+_95027829.23-P2	0	0	0
SERPINA5_+_95047767.23-P1	0	0	0
SERPINA5_+_95047854.23-P1	1312	0	3517
SERPINA5_-_95027806.23-P2	1068	2	3553
SERPINA5_-_95027873.23-P2	0	0	0
SERPINA5_-_95027877.23-P2	0	0	0
SERPINA5_-_95047820.23-P1	0	0	0
SERPINA5_-_95047861.23-P1	0	0	0
SERPINA5_-_95048169.23-P1	1504	3	1
SERPINB2_+_61554915.23-P1	0	0	0
SERPINB2_+_61554925.23-P1	0	0	0
SERPINB2_+_61554989.23-P1	1177	0	3
SERPINB2_+_61558764.23-P2	2573	2	0
SERPINB2_+_61558769.23-P2	2627	1	1
SERPINB2_+_61559023.23-P2	2174	2	2030
SERPINB2_+_61559228.23-P2	0	0	0
SERPINB2_-_61555004.23-P1	0	0	0
SERPINB2_-_61555133.23-P1	0	0	0
SERPINB2_-_61558820.23-P2	0	0	0
SERPINB3_+_61328668.23-P1P2	1000	0	0
SERPINB3_+_61328716.23-P1P2	0	0	0
SERPINB3_-_61328735.23-P1P2	0	0	0
SERPINB3_-_61328746.23-P1P2	1207	0	2
SERPINB3_-_61328751.23-P1P2	0	0	0
SERPINB6_+_2971493.23-P1P2	4167	5	3121
SERPINB6_+_2971503.23-P1P2	3391	7377	3264
SERPINB6_-_2971134.23-P1P2	0	0	0
SERPINB6_-_2971548.23-P1P2	1246	5884	4599
SERPINB6_-_2971798.23-P1P2	929	2	0
SERPINC1_+_173886066.23-P1P2	0	0	0
SERPINC1_+_173886399.23-P1P2	1533	0	1
SERPINC1_-_173886008.23-P1P2	0	0	0
SERPINC1_-_173886417.23-P1P2	0	0	0
SERPINC1_-_173886447.23-P1P2	1162	4795	1865
SERPIND1_+_21128376.23-P1P2	1768	1	2072
SERPIND1_+_21128603.23-P1P2	0	0	0
SERPIND1_-_21128433.23-P1P2	3158	2	0
SERPIND1_-_21128441.23-P1P2	1714	3	1005
SERPIND1_-_21128636.23-P1P2	0	0	0
SFTPA1_+_81370683.23-ENST00000372308.3,ENST00000398636.3,ENST00000428376.2	0	0	0
SFTPA1_+_81371011.23-ENST00000372308.3,ENST00000398636.3,ENST00000428376.2	920	2	1466
SFTPA1_+_81371021.23-ENST00000372308.3,ENST00000398636.3,ENST00000428376.2	2448	0	1
SFTPA1_+_81371024.23-ENST00000372308.3,ENST00000398636.3,ENST00000428376.2	959	3	1564
SFTPA1_-_81370974.23-ENST00000372308.3,ENST00000398636.3,ENST00000428376.2	4061	7	2741
SFTPD_+_81708444.23-P1P2	0	0	0
SFTPD_+_81708840.23-P1P2	3628	2	0
SFTPD_+_81708863.23-P1P2	1353	2	1611
SFTPD_-_81708420.23-P1P2	0	0	0
SFTPD_-_81708648.23-P1P2	1312	5563	3
SGK1_+_134495926.23-P1	0	0	0
SGK1_+_134495938.23-P1	1367	4303	3
SGK1_+_134498526.23-P2	0	0	0
SGK1_+_134498581.23-P2	0	0	0
SGK1_+_134498914.23-P2	1449	3	1569
SGK1_+_134498929.23-P2	0	0	0
SGK1_+_134498971.23-P2	0	0	0
SGK1_-_134495913.23-P1	0	0	0
SGK1_-_134495988.23-P1	1278	3	1812
SGK1_-_134495993.23-P1	3446	4	2654
SGK223_+_8243645.23-P1P2	3488	10	4758
SGK223_+_8243878.23-P1P2	1349	2076	2
SGK223_+_8243881.23-P1P2	1284	4	2090
SGK223_+_8243886.23-P1P2	2751	4	1199
SGK223_-_8243728.23-P1P2	0	0	0
SGK2_+_42187706.23-P1P2	0	0	0
SGK2_+_42187748.23-P1P2	0	0	0
SGK2_+_42187765.23-P1P2	2480	1254	1667
SGK2_+_42187916.23-P1P2	0	0	0
SGK2_-_42187758.23-P1P2	2727	1860	2
SGK3_+_67624712.23-ENST00000521198.2	0	0	0
