Gene	sgRNA	Lower|beta	Lower|z	Lower|p-value	Lower|fdr	Lower|wald-p-value	Lower|wald-fdr	Upper|beta	Upper|z	Upper|p-value	Upper|fdr	Upper|wald-p-value	Upper|wald-fdr
PXK	3	-3.2942	-1.5923	0.010748	0.70588	0.11131	0.50888	-0.74102	-0.45563	0.14644	0.96571	0.64866	1
PYCR1	4	2.2137	0.39073	0.69682	0.99211	0.696	0.99584	1.9228	0.34591	0.42051	0.97525	0.72941	1
PYCR2	5	4.4853	0.11942	0.13927	0.96351	0.90494	0.99584	2.0454	0.054446	0.31169	0.96571	0.95658	1
PYCRL	4	1.6458	0.60532	0.83789	0.99211	0.54496	0.99584	-0.27281	-0.10083	0.14913	0.96571	0.91969	1
PYGL	2	-2.1169	-0.75204	0.46529	0.96351	0.45203	0.9838	1.415	0.55604	0.78504	0.99612	0.57818	1
PYGM	2	-2.3234	-1.2945	0.35916	0.96351	0.1955	0.56256	0.78632	0.53425	0.99239	0.9991	0.59317	1
QDPR	1	-1.3444	-1.1123	0.8979	0.99483	0.26599	0.61742	-3.6595	-3.0303	0.6807	0.99612	0.0024432	0.041646
QPCT	1	2.92	0.16782	0.67936	0.99211	0.86672	0.99584	-6.4857	-0.37626	0	0	0.70673	1
QPRT	7	0.30899	1.6709	0.76668	0.99211	0.094735	0.50888	0.014869	0.079494	0.13077	0.96571	0.93664	1
RAB5A	3	-1.9617	-0.28937	0.3502	0.96351	0.7723	0.99584	2.747	0.41127	0.13704	0.96571	0.68088	1
RAB7A	4	0.40092	1.2332	0.94223	0.99483	0.21751	0.57496	0.10278	0.30721	0.80564	0.99612	0.75868	1
RAB8B	5	4.4675	0.12218	0.14375	0.96351	0.90276	0.99584	2.4004	0.065648	0.15405	0.96571	0.94766	1
RAB9A	5	4.5198	0.11595	0.13166	0.96351	0.9077	0.99584	1.5582	0.039945	0.54769	0.98776	0.96814	1
RABGGTA	2	-0.87663	-1.2401	0.74877	0.99211	0.21493	0.57496	-2.6449	-3.638	0.30408	0.96571	0.00027476	0.0062606
RAF1	2	0.13338	1.4564	0.867	0.99483	0.14529	0.50888	0.022819	0.24578	0.60905	0.99612	0.80586	1
RALA	5	0.2579	2.2778	0.71652	0.99211	0.022736	0.39484	0.015639	0.13647	0.30766	0.96571	0.89145	1
RAMP1	4	3.4405	0.19979	0.47828	0.96351	0.84165	0.99584	2.7814	0.16154	0.085535	0.96571	0.87167	1
RAMP2	4	2.4264	0.23337	0.65069	0.98316	0.81547	0.99584	2.9247	0.28314	0.059113	0.96571	0.77707	1
RAMP3	3	3.7506	0.17949	0.44872	0.96351	0.85755	0.99584	0.94239	0.044704	0.90685	0.99612	0.96434	1
RARG	4	1.4159	0.36838	0.88222	0.99483	0.71259	0.99584	2.0261	0.55559	0.37215	0.96571	0.57849	1
RARRES1	4	1.9794	0.41762	0.75549	0.99211	0.67622	0.99584	1.7072	0.36447	0.52799	0.98512	0.71551	1
RBKS	4	0.024098	0.088081	0.33139	0.96351	0.92981	0.99584	0.38281	1.2349	0.98298	0.99774	0.21688	1
RBP1	2	5.3589	0.037136	0.12629	0.96351	0.97038	0.99584	1.4699	0.010176	0.77071	0.99612	0.99188	1
RBP3	4	0.18341	1.4273	0.55844	0.96592	0.15349	0.50888	0.028378	0.21792	0.58621	0.99092	0.82749	1
RCVRN	3	-2.9571	-2.398	0.049709	0.90244	0.016484	0.3876	-0.018644	-0.019169	0.28079	0.96571	0.98471	1
RDH12	2	4.0089	0.092757	0.46037	0.96351	0.9261	0.99584	2.9778	0.068949	0.15898	0.96571	0.94503	1
RDH13	5	4.4551	0.11591	0.14599	0.96351	0.90772	0.99584	1.4068	0.036511	0.61666	0.99612	0.97088	1
RDH14	3	2.9692	0.3168	0.62382	0.98316	0.7514	0.99584	1.0446	0.11154	0.867	0.99612	0.91119	1
RDH5	2	-1.4555	-0.12845	0.69637	0.99211	0.89779	0.99584	3.0257	0.26913	0.14375	0.96571	0.78783	1
RDH8	2	3.9333	0.099821	0.47694	0.96351	0.92049	0.99584	2.5672	0.065194	0.32871	0.96571	0.94802	1
RDX	3	-1.412	-0.42655	0.43798	0.96351	0.66971	0.99584	1.8843	0.5976	0.50157	0.98512	0.55011	1
REG1A	1	-1.6052	-1.2835	0.96014	0.99861	0.1993	0.56838	-4.0322	-3.2294	0.53023	0.98512	0.0012407	0.023478
RENBP	3	0.22468	1.3983	0.81236	0.99211	0.16202	0.50888	0.013613	0.083684	0.46171	0.97525	0.93331	1
REN	1	-2.3882	-0.23072	0.37438	0.96351	0.81753	0.99584	2.4393	0.2345	0.62382	0.99612	0.81459	1
RETSAT	4	3.5751	0.17422	0.43842	0.96351	0.86169	0.99584	2.6354	0.12853	0.1348	0.96571	0.89773	1
RET	6	-2.3041	-1.3933	0.073444	0.96351	0.16352	0.50888	1.5147	0.99529	0.51052	0.98512	0.3196	1
RFK	4	0.17725	1.4387	0.54501	0.96351	0.15025	0.50888	0.01697	0.13591	0.41693	0.97525	0.89189	1
RIOK3	2	-2.3016	-1.3891	0.37125	0.96351	0.1648	0.5104	0.72059	0.50028	0.96373	0.99769	0.61688	1
RIPK1	7	0.41722	1.204	0.95567	0.99861	0.2286	0.57658	0.28466	0.79738	0.84416	0.99612	0.42523	1
RIPK2	4	0.27999	1.7413	0.79713	0.99211	0.081625	0.498	0.01981	0.12179	0.46261	0.97525	0.90307	1
RIPK3	4	-2.873	-1.2499	0.048365	0.90244	0.21133	0.57496	-0.38185	-0.23743	0.13838	0.96571	0.81232	1
RIPK4	4	1.4798	0.69139	0.87282	0.99483	0.48932	0.99584	0.62327	0.30127	0.95387	0.99767	0.76321	1
RLBP1	2	-3.2091	-2.1295	0.018809	0.83333	0.033217	0.44273	0.68628	0.48225	0.95387	0.99767	0.62963	1
RNASE2	2	-1.911	-2.4925	0.56023	0.96677	0.012686	0.33522	-4.4478	-5.8046	0.13659	0.96571	6.4531e-09	5.5422e-07
RNASE3	1	5.0595	0.03264	0.39185	0.96351	0.97396	0.99584	-5.0071	-0.032459	0.083744	0.96571	0.97411	1
RNASE4	4	3.4991	0.21725	0.46216	0.96351	0.82802	0.99584	1.9998	0.12449	0.38334	0.96571	0.90093	1
RNASEL	3	-2.0105	-0.64187	0.33453	0.96351	0.52096	0.99584	1.8254	0.59912	0.53068	0.98512	0.54909	1
ROCK1	4	-2.7946	-1.5156	0.062248	0.92105	0.12963	0.50888	-1.2322	-0.87547	0.059561	0.96571	0.38132	1
ROCK2	4	0.33749	2.158	0.87282	0.99483	0.030926	0.43975	0.018384	0.11631	0.43932	0.97525	0.90741	1
ROR1	2	5.9692	0.037412	0.035378	0.89189	0.97016	0.99584	3.6478	0.022862	0.025974	0.92063	0.98176	1
ROR2	2	2.17	0.30087	0.82803	0.99211	0.76351	0.99584	1.3289	0.18424	0.81146	0.99612	0.85382	1
RORA	3	0.0028634	0.037083	0.47559	0.96351	0.97042	0.99584	0.12011	1.4815	0.7837	0.99612	0.13848	1
ROS1	3	0.38631	1.2313	0.92611	0.99483	0.21821	0.57496	0.14271	0.44223	0.81729	0.99612	0.65832	1
RPIA	1	5.6469	0.019742	0.2163	0.96351	0.98425	0.99584	4.1378	0.014466	0.038513	0.96571	0.98846	1
RPS6KA1	7	1.5941	0.6005	0.66995	0.99073	0.54818	0.99584	1.7369	0.67935	0.38021	0.96571	0.49692	1
RPS6KA2	3	0.1359	1.4724	0.60009	0.98025	0.14091	0.50888	0.0050129	0.053554	0.3511	0.96571	0.95729	1
RPS6KA3	4	0.46427	1.1866	0.99328	0.99955	0.23538	0.58218	0.16101	0.40084	0.8858	0.99612	0.68854	1
RPS6KA4	3	2.9235	0.22173	0.63502	0.98316	0.82452	0.99584	2.2665	0.17242	0.33229	0.96571	0.86311	1
RPS6KA5	3	0.1404	1.4583	0.62114	0.98299	0.14476	0.50888	0.023236	0.23802	0.56964	0.98776	0.81187	1
RPS6KA6	4	4.0965	0.12722	0.29422	0.96351	0.89877	0.99584	3.1744	0.098827	0.023735	0.92063	0.92128	1
RPS6KB1	3	-1.663	-0.32245	0.41021	0.96351	0.74711	0.99584	2.2164	0.48786	0.35244	0.96571	0.62565	1
RPS6KB2	1	-2.5265	-0.68688	0.2987	0.96351	0.49216	0.99584	1.5279	0.41435	0.99597	0.9991	0.67862	1
RPS6KC1	5	4.1076	0.16564	0.24631	0.96351	0.86844	0.99584	1.6434	0.066151	0.51411	0.98512	0.94726	1
RPS6KL1	4	0.13609	1.4727	0.41558	0.96351	0.14083	0.50888	0.0078419	0.083668	0.2687	0.96571	0.93332	1
RTCA	3	2.8037	0.29298	0.66592	0.98806	0.76953	0.99584	1.5002	0.15935	0.68204	0.99612	0.87339	1
RXRA	3	4.4018	0.10113	0.26691	0.96351	0.91945	0.99584	2.6166	0.060125	0.18137	0.96571	0.95206	1
RXRB	2	4.8647	0.047003	0.25034	0.96351	0.96251	0.99584	2.83	0.027344	0.21496	0.96571	0.97819	1
RXRG	2	4.9162	0.063436	0.23377	0.96351	0.94942	0.99584	-3.9015	-0.049373	0.24854	0.96571	0.96062	1
RYK	1	5.623	0.020593	0.22167	0.96351	0.98357	0.99584	-3.7827	-0.013881	0.63771	0.99612	0.98892	1
RYR1	2	4.1578	0.086436	0.42768	0.96351	0.93112	0.99584	2.7302	0.056836	0.2584	0.96571	0.95468	1
S100A11	5	3.6494	0.19161	0.37125	0.96351	0.84805	0.99584	2.351	0.12352	0.17644	0.96571	0.9017	1
S100A12	6	0.56887	1.3834	0.87416	0.99483	0.16653	0.51099	0.10384	0.24661	0.96462	0.99769	0.80521	1
S100A13	3	3.2689	0.27614	0.55396	0.96351	0.78244	0.99584	0.87117	0.072939	0.93238	0.99767	0.94186	1
S100A1	7	0.34718	2.3039	0.88939	0.99483	0.021226	0.39484	0.035287	0.23163	0.53605	0.98701	0.81682	1
S100A2	2	2.0312	0.20899	0.84505	0.99211	0.83446	0.99584	1.7546	0.18472	0.6695	0.99612	0.85345	1
S100A4	5	0.29493	2.268	0.81012	0.99211	0.023329	0.39484	0.013475	0.10244	0.26243	0.96571	0.91841	1
S100A7	3	4.4339	0.090968	0.25974	0.96351	0.92752	0.99584	0.45674	0.009059	0.95656	0.99767	0.99277	1
S100B	4	0.45165	1.2058	0.99283	0.99955	0.22789	0.57658	0.065978	0.17149	0.76444	0.99612	0.86384	1
S100G	3	-1.307	-0.12997	0.44111	0.96351	0.89659	0.99584	3.0599	0.30531	0.056874	0.96571	0.76013	1
S100P	2	3.1994	0.19347	0.63905	0.98316	0.84659	0.99584	-4.8702	-0.25331	0.043439	0.96571	0.80003	1
SAA1	4	0.21555	1.4071	0.65876	0.98592	0.15941	0.50888	0.0059299	0.03822	0.24407	0.96571	0.96951	1
SACM1L	1	-3.0877	-0.40849	0.054187	0.90299	0.68292	0.99584	2.1531	0.28345	0.76489	0.99612	0.77683	1
SAR1B	4	3.2971	0.26823	0.51008	0.96351	0.78852	0.99584	1.6965	0.13851	0.53247	0.98512	0.88984	1
SBF1	5	1.5279	0.43412	0.74877	0.99211	0.6642	0.99584	1.9843	0.58758	0.34259	0.96571	0.55681	1
SBF2	3	4.2276	0.096809	0.30766	0.96351	0.92288	0.99584	0.98492	0.02228	0.89028	0.99612	0.98222	1
SBK1	3	0.2776	1.354	0.84863	0.99319	0.17573	0.5247	0.0069842	0.03368	0.37841	0.96571	0.97313	1
SBK2	3	0.20375	1.4129	0.7828	0.99211	0.1577	0.50888	0.026366	0.18054	0.59113	0.99174	0.85673	1
SCARB1	4	3.4478	0.21575	0.47649	0.96351	0.82918	0.99584	0.97336	0.060814	0.84863	0.99612	0.95151	1
SCGB1A1	2	0.459	1.1903	0.9167	0.99483	0.23393	0.5804	0.089314	0.22623	0.68607	0.99612	0.82102	1
SCLY	5	0.1717	2	0.41424	0.96351	0.0455	0.45508	0.018129	0.20832	0.35781	0.96571	0.83498	1
SCMH1	4	0.14887	1.454	0.46708	0.96351	0.14594	0.50888	0.023847	0.2297	0.52665	0.98512	0.81832	1
SCN10A	2	-2.2571	-2.526	0.39006	0.96351	0.011538	0.31901	-4.617	-5.1605	0.099418	0.96571	2.4628e-07	1.1457e-05
SCN1A	3	4.441	0.086312	0.25795	0.96351	0.93122	0.99584	0.11274	0.0021439	0.77385	0.99612	0.99829	1
SCN1B	2	3.1762	0.15842	0.64263	0.98316	0.87412	0.99584	2.4245	0.12099	0.39678	0.96831	0.9037	1
SCN2A	5	-2.8405	-2.9876	0.037618	0.89189	0.0028115	0.13358	0.3458	0.42799	0.91805	0.99612	0.66866	1
SCN2B	3	-2.2514	-3.62	0.25034	0.96351	0.00029462	0.050667	-4.504	-7.2453	0.037618	0.96571	4.3152e-13	1.0706e-10
SCN3A	1	-0.25811	-0.2676	0.70981	0.99211	0.78901	0.99584	-2.9733	-3.0902	0.83565	0.99612	0.0020005	0.034945
SCN4A	2	-2.2726	-0.96769	0.38424	0.96351	0.3332	0.75821	1.1858	0.55052	0.86207	0.99612	0.58197	1
SCN4B	4	0.2742	1.3566	0.78863	0.99211	0.1749	0.52465	0.01292	0.063177	0.33587	0.96571	0.94963	1
SCN5A	3	0.1389	1.4583	0.61621	0.98297	0.14476	0.50888	0.025403	0.26301	0.58665	0.99092	0.79254	1
SCN9A	3	-2.392	-1.1652	0.19346	0.96351	0.24394	0.58291	1.4115	0.75251	0.72459	0.99612	0.45174	1
SCNN1A	2	-2.2409	-2.3284	0.39946	0.96351	0.019889	0.39484	-4.8694	-5.4217	0.043887	0.96571	5.903e-08	3.9944e-06
SCNN1B	3	-2.1972	-0.84318	0.2678	0.96351	0.39913	0.89214	1.5753	0.6791	0.64308	0.99612	0.49707	1
SCNN1D	6	0.39115	2.0852	0.99149	0.99955	0.037055	0.44273	0.032278	0.17033	0.54053	0.98701	0.86475	1
SCNN1G	5	0.23719	1.9332	0.6489	0.98316	0.05321	0.45508	0.035717	0.28751	0.68742	0.99612	0.77372	1
SCPEP1	3	0.19561	1.8018	0.7725	0.99211	0.071584	0.48296	0.01631	0.14833	0.49798	0.98512	0.88209	1
SCTR	4	2.0478	0.28728	0.7416	0.99211	0.7739	0.99584	2.6254	0.37157	0.13748	0.96571	0.71021	1
SCYL1	2	-2.1935	-2.6862	0.42275	0.96351	0.0072279	0.24454	-3.9376	-4.8207	0.24138	0.96571	1.4305e-06	5.604e-05
SCYL2	3	0.17046	1.4442	0.71518	0.99211	0.14869	0.50888	0.01088	0.090958	0.43126	0.97525	0.92753	1
SCYL3	3	3.2754	0.19011	0.55262	0.96351	0.84923	0.99584	1.544	0.090202	0.65472	0.99612	0.92813	1
SDF2	2	-2.6138	-1.1376	0.1957	0.96351	0.25528	0.59691	1.1445	0.54494	0.88043	0.99612	0.58579	1
SDHA	4	5.632	0.042873	0.012539	0.73684	0.9658	0.99584	2.1392	0.016278	0.32109	0.96571	0.98701	1
SDSL	3	5.8122	0.036866	0.020152	0.83333	0.97059	0.99584	2.3798	0.015094	0.28751	0.96571	0.98796	1
SEC14L2	5	0.20171	1.9614	0.51679	0.96351	0.049827	0.45508	0.049569	0.47577	0.80475	0.99612	0.63424	1
SEC14L3	3	0.13502	1.4755	0.59651	0.97801	0.14008	0.50888	2.4363e-05	0.00026253	0.29288	0.96571	0.99979	1
SEC14L4	5	0.25144	1.9095	0.69548	0.99211	0.056202	0.45508	0.048259	0.36205	0.80027	0.99612	0.71732	1
SELE	2	-2.2135	-0.87812	0.4129	0.96351	0.37988	0.85253	0.90717	0.40285	0.97089	0.99774	0.68706	1
SELP	2	-2.0249	-0.96973	0.50739	0.96351	0.33218	0.7569	1.022	0.56226	0.92432	0.99759	0.57394	1
SERPINA1	7	0.2172	1.9039	0.38334	0.96351	0.056928	0.45508	0.023974	0.20745	0.27586	0.96571	0.83566	1
SERPINA5	3	-1.8626	-0.26795	0.37215	0.96351	0.78874	0.99584	2.568	0.38908	0.20466	0.96571	0.69721	1
SERPINB2	4	-3.4442	-2.3566	0.0053739	0.69231	0.018444	0.38855	-0.94635	-0.87898	0.077922	0.96571	0.37941	1
SERPINB3	2	-2.5296	-3.1478	0.23556	0.96351	0.0016453	0.11133	-3.8777	-4.8093	0.25302	0.96571	1.5146e-06	5.8314e-05
SERPINB6	4	3.6835	0.19462	0.41245	0.96351	0.84569	0.99584	1.7773	0.094015	0.49351	0.98512	0.9251	1
SERPINC1	2	0.12678	1.4779	0.84371	0.99211	0.13944	0.50888	0.0073394	0.084373	0.52799	0.98512	0.93276	1
SERPIND1	3	-2.3405	-1.272	0.21317	0.96351	0.20339	0.5729	1.3203	0.74881	0.75907	0.99612	0.45397	1
SFTPA1	4	-1.8704	-0.74737	0.2584	0.96351	0.45484	0.98727	1.7977	0.77535	0.48186	0.97641	0.43813	1
SFTPD	3	0.14338	1.4667	0.63412	0.98316	0.14245	0.50888	0.0073553	0.074205	0.38648	0.96571	0.94085	1
SGK1	4	3.5993	0.18892	0.43215	0.96351	0.85016	0.99584	2.5401	0.13354	0.16928	0.96571	0.89376	1
SGK223	4	2.0707	0.31595	0.73623	0.99211	0.75204	0.99584	2.4206	0.37217	0.21854	0.96571	0.70977	1
SGK2	2	4.0117	0.11452	0.45992	0.96351	0.90882	0.99584	0.98038	0.027977	0.94268	0.99767	0.97768	1
SGK3	10	0.37821	2.0868	0.8961	0.99483	0.036907	0.44273	0.048942	0.26718	0.57277	0.98776	0.78933	1
SGK494	2	4.0167	0.092429	0.45813	0.96351	0.92636	0.99584	0.7965	0.018313	0.99507	0.9991	0.98539	1
SGPL1	4	0.19699	1.9222	0.60143	0.98101	0.054577	0.45508	0.028731	0.27675	0.59024	0.99172	0.78197	1
SGPP1	3	0.43182	1.1997	0.96283	0.99861	0.23025	0.57741	0.17913	0.48487	0.86207	0.99612	0.62777	1
SH3KBP1	4	0.1699	1.4403	0.52485	0.96351	0.14977	0.50888	0.017278	0.14451	0.4223	0.97525	0.8851	1
SHARPIN	5	0.15817	1.7098	0.36632	0.96351	0.08731	0.50888	0.022099	0.2356	0.43036	0.97525	0.81374	1
SHMT1	5	0.1726	2.0093	0.41782	0.96351	0.044504	0.45508	0.024326	0.27938	0.47649	0.97525	0.77995	1
SHMT2	2	3.9576	0.098598	0.47112	0.96351	0.92146	0.99584	2.0232	0.050409	0.5665	0.98776	0.9598	1
SHPK	3	-2.1021	-0.42031	0.30587	0.96351	0.67426	0.99584	2.4076	0.49027	0.27318	0.96571	0.62394	1
SIGLEC1	3	0.13169	1.4757	0.57277	0.97041	0.14004	0.50888	0.0078329	0.08654	0.39588	0.96824	0.93104	1
SIGLEC7	4	-2.972	-1.6085	0.035826	0.89189	0.10772	0.50888	-0.67947	-0.50262	0.10614	0.96571	0.61523	1
SIGMAR1	4	0.20483	1.4151	0.62427	0.98316	0.15705	0.50888	0.025179	0.17173	0.54904	0.98776	0.86365	1
SIK1	4	0.14597	1.4642	0.46126	0.96351	0.14315	0.50888	0.014153	0.13999	0.3605	0.96571	0.88867	1
SIK2	1	5.5658	0.021546	0.24004	0.96351	0.98281	0.99584	2.8666	0.011097	0.36991	0.96571	0.99115	1
SIK3	2	-2.143	-2.6071	0.4541	0.96351	0.0091307	0.28541	-4.3081	-5.2378	0.17241	0.96571	1.6252e-07	8.2478e-06
SIRPA	4	-1.9471	-0.3923	0.24675	0.96351	0.69484	0.99584	2.5647	0.54332	0.15898	0.96571	0.58691	1
SIRPD	2	2.3699	0.39492	0.80072	0.99211	0.6929	0.99584	0.54208	0.091149	0.897	0.99612	0.92737	1
SIRT3	3	3.6774	0.17339	0.46753	0.96351	0.86235	0.99584	-0.31012	-0.014045	0.21541	0.96571	0.98879	1
SI	4	-2.1887	-3.5864	0.20511	0.96351	0.00033531	0.050667	-4.9127	-8.0346	0.0058218	0.8125	9.3869e-16	5.2402e-13
SKP1	2	-1.4529	-0.059852	0.69682	0.99211	0.95227	0.99584	3.587	0.15132	0.030004	0.96571	0.87972	1
SKP2	4	5.0532	0.06755	0.069413	0.95092	0.94614	0.99584	2.2671	0.030305	0.27049	0.96571	0.97582	1
SLC12A1	7	0.35308	2.1252	0.90193	0.99483	0.033573	0.44273	0.026775	0.15942	0.32244	0.96571	0.87333	1
SLC12A2	5	5.4172	0.061828	0.0103	0.70588	0.9507	0.99584	2.5743	0.029377	0.10031	0.96571	0.97656	1
SLC12A3	4	3.883	0.17885	0.35558	0.96351	0.85805	0.99584	1.8666	0.085976	0.44514	0.97525	0.93149	1
SLC12A4	5	-2.2966	-1.0048	0.10614	0.96351	0.31497	0.72285	1.8596	0.85585	0.40618	0.97525	0.39208	1
SLC12A5	6	0.12726	1.4723	0.16122	0.96351	0.14094	0.50888	0.033429	0.3812	0.56785	0.98776	0.70306	1
SLC12A6	6	-2.8041	-2.1686	0.023735	0.86885	0.030113	0.43963	0.32028	0.31387	0.87506	0.99612	0.75362	1
SLC12A7	2	0.023467	0.070756	0.82669	0.99211	0.94359	0.99584	0.44531	1.2001	0.85759	0.99612	0.2301	1
SLC13A1	2	1.7636	0.37358	0.86565	0.99483	0.70872	0.99584	1.577	0.33473	0.72951	0.99612	0.73783	1
SLC13A2	2	3.9608	0.087827	0.47022	0.96351	0.93001	0.99584	3.8335	0.085527	0.01433	0.92063	0.93184	1
SLC13A3	5	1.5813	0.28731	0.73802	0.99211	0.77387	0.99584	2.6212	0.48567	0.090461	0.96571	0.6272	1
SLC16A1	5	0.25275	1.8275	0.69906	0.99211	0.06762	0.46837	3.023e-05	0.00021594	0.133	0.96571	0.99983	1
SLC16A2	4	4.6996	0.078854	0.13704	0.96351	0.93715	0.99584	2.5048	0.042026	0.18361	0.96571	0.96648	1
SLC16A3	4	-2.8212	-2.6619	0.05777	0.90909	0.0077708	0.24789	0.73176	0.81375	0.92521	0.99759	0.41579	1
SLC16A4	3	1.7387	0.58769	0.90058	0.99483	0.55674	0.99584	-5.4708	-1.5779	0.0017913	0.66667	0.11459	1
SLC16A5	2	0.1225	1.4743	0.82983	0.99211	0.14041	0.50888	0.021032	0.24962	0.60099	0.99484	0.80288	1
SLC16A6	3	2.5193	0.33786	0.73981	0.99211	0.73547	0.99584	0.92287	0.12508	0.91536	0.99612	0.90046	1
SLC16A7	2	0.12186	1.4703	0.82938	0.99211	0.14149	0.50888	0.02574	0.30625	0.61845	0.99612	0.75941	1
SLC16A8	2	-2.9694	-3.4689	0.060009	0.91781	0.0005226	0.059007	-4.1632	-4.8019	0.19884	0.96571	1.5713e-06	5.9471e-05
SLC18A1	3	0.27665	1.3088	0.84774	0.99318	0.19059	0.55057	0.095001	0.43476	0.75325	0.99612	0.66374	1
SLC18A2	5	0.64922	1.4649	0.90775	0.99483	0.14296	0.50888	0.10142	0.22416	0.8858	0.99612	0.82263	1
SLC19A2	3	2.1955	0.22784	0.82087	0.99211	0.81977	0.99584	2.6783	0.27933	0.15898	0.96571	0.77999	1
SLC19A3	4	0.12661	1.4793	0.36543	0.96351	0.13906	0.50888	0.011648	0.13416	0.31393	0.96571	0.89328	1
SLC1A1	3	2.2224	0.40582	0.81594	0.99211	0.68488	0.99584	1.5369	0.28751	0.6592	0.99612	0.77372	1
SLC1A2	3	-2.1253	-3.0792	0.29825	0.96351	0.0020755	0.11884	-4.339	-6.2804	0.055083	0.96571	3.378e-10	4.1906e-08
SLC1A3	3	0.46566	1.1705	0.99373	0.99955	0.24181	0.58218	0.17735	0.43468	0.85983	0.99612	0.66379	1
SLC1A4	5	0.20009	1.8919	0.51097	0.96351	0.05851	0.45508	0.015343	0.14319	0.2996	0.96571	0.88614	1
SLC1A5	7	3.413	0.34405	0.36274	0.96351	0.73081	0.99584	0.76615	0.076726	0.74429	0.99612	0.93884	1
SLC1A6	4	2.8417	0.40616	0.588	0.97766	0.68463	0.99584	0.2988	0.041829	0.96552	0.99769	0.96664	1
SLC1A7	4	0.15207	1.4932	0.47738	0.96351	0.13538	0.50888	0.017577	0.17022	0.42409	0.97525	0.86484	1
SLC22A11	3	-1.9936	-0.5645	0.34214	0.96351	0.57241	0.99584	1.1876	0.38448	0.81863	0.99612	0.70062	1
SLC22A4	3	3.9727	0.13616	0.38021	0.96351	0.89169	0.99584	1.1696	0.040065	0.824	0.99612	0.96804	1
SLC22A5	4	2.0109	0.39958	0.74698	0.99211	0.68947	0.99584	1.9413	0.39392	0.4129	0.97525	0.69364	1
SLC22A6	5	3.0927	0.32309	0.51187	0.96351	0.74663	0.99584	0.19716	0.020388	0.9991	0.99955	0.98373	1
SLC22A8	2	3.6264	0.1193	0.54501	0.96351	0.90503	0.99584	2.7142	0.089341	0.26377	0.96571	0.92881	1
SLC23A1	1	5.8736	0.016734	0.15495	0.96351	0.98665	0.99584	-3.6907	-0.010549	0.67085	0.99612	0.99158	1
SLC25A10	3	2.4034	0.37251	0.7725	0.99211	0.70951	0.99584	1.373	0.21535	0.73757	0.99612	0.82949	1
SLC25A12	3	2.4065	0.32688	0.77206	0.99211	0.74376	0.99584	1.8327	0.25379	0.52844	0.98512	0.79966	1
SLC25A13	4	0.14955	1.4616	0.47022	0.96351	0.14386	0.50888	0.01013	0.09763	0.29378	0.96571	0.92223	1
SLC25A15	4	3.3823	0.22814	0.49127	0.96351	0.81954	0.99584	1.4896	0.10069	0.63726	0.99612	0.9198	1
SLC25A18	1	-2.2573	-0.48163	0.46395	0.96351	0.63007	0.99584	1.7333	0.36892	0.93193	0.99767	0.71219	1
SLC25A22	5	4.5606	0.11597	0.12091	0.96351	0.90768	0.99584	2.0939	0.053231	0.28795	0.96571	0.95755	1
SLC25A29	4	3.5435	0.20777	0.44872	0.96351	0.83541	0.99584	1.5171	0.08896	0.62606	0.99612	0.92911	1
SLC25A2	2	0.42578	1.2302	0.92924	0.99483	0.21863	0.57496	0.025989	0.073233	0.6189	0.99612	0.94162	1
SLC25A4	4	5.0192	0.085148	0.072548	0.96351	0.93214	0.99584	2.8079	0.047628	0.078818	0.96571	0.96201	1
SLC25A5	2	3.0323	0.23814	0.67309	0.99211	0.81177	0.99584	-4.2166	-0.2823	0.18809	0.96571	0.77772	1
SLC25A6	7	4.173	0.17167	0.17152	0.96351	0.86369	0.99584	1.7438	0.071707	0.37618	0.96571	0.94284	1
SLC29A1	9	5.1386	0.11446	0.0067174	0.69231	0.90888	0.99584	1.6109	0.035771	0.38916	0.96571	0.97146	1
SLC2A2	3	4.5233	0.072702	0.23645	0.96351	0.94204	0.99584	1.3717	0.021595	0.73892	0.99612	0.98277	1
SLC32A1	4	-2.3169	-3.6702	0.17868	0.96351	0.00024231	0.050667	-4.347	-6.8833	0.019704	0.92063	5.8496e-12	1.1875e-09
SLC36A1	4	0.14818	1.462	0.46529	0.96351	0.14374	0.50888	0.016393	0.15951	0.40931	0.97525	0.87327	1
SLC38A3	4	0.51617	1.5768	0.95387	0.99813	0.11485	0.50888	0.1594	0.47536	0.88312	0.99612	0.63453	1
SLC3A1	3	4.3007	0.10872	0.29064	0.96351	0.91343	0.99584	2.843	0.071898	0.10255	0.96571	0.94268	1
SLC5A6	3	0.13486	1.4746	0.59516	0.97801	0.14031	0.50888	4.2977e-05	0.00046336	0.309	0.96571	0.99963	1
SLC6A14	3	3.8918	0.15496	0.40708	0.96351	0.87685	0.99584	-3.6251	-0.13759	0.10479	0.96571	0.89056	1
SLC6A1	3	0.016648	0.046713	0.5056	0.96351	0.96274	0.99584	0.47527	1.179	0.96865	0.99769	0.2384	1
SLC6A2	4	3.2873	0.24887	0.51187	0.96351	0.80346	0.99584	0.8497	0.064032	0.88849	0.99612	0.94894	1
SLC6A3	3	4.6781	0.072091	0.19436	0.96351	0.94253	0.99584	1.0587	0.015582	0.86207	0.99612	0.98757	1
SLC6A4	4	3.2784	0.24525	0.51411	0.96351	0.80626	0.99584	1.9227	0.14414	0.42051	0.97525	0.88539	1
