	Diff	Lower	T0	Upper
KCNH2_+_150652851.23-P2	2561	1531	1705	6458
KCNH2_+_150674914.23-P1	4	2	1666	1827
KCNH2_+_150674984.23-P1	1877	2	931	0
KCNH2_-_150652462.23-P2	1	1	1022	0
KCNH2_-_150652789.23-P2	2297	0	1298	0
KCNH2_-_150674997.23-P1	5386	4297	1919	3
KCNH2_-_150675014.23-P1	7	5979	2043	14
KCNH2_-_150675385.23-P1	4	0	1116	0
KCNH6_+_61600777.23-P1P2	2787	1367	1736	898
KCNH6_-_61600728.23-P1P2	2846	2148	2472	1434
KCNH6_-_61600747.23-P1P2	4	4	1439	3573
KCNH6_-_61600780.23-P1P2	2417	1	1869	1
KCNH6_-_61601164.23-P1P2	2004	4445	3202	2320
KCNH7_+_163695219.23-P1P2	15	9491	1034	1041
KCNH7_+_163695224.23-P1P2	1928	6	1775	1726
KCNH7_+_163695228.23-P1P2	3540	9828	2466	6
KCNH7_+_163695253.23-P1P2	2463	3	1536	3
KCNH7_-_163694912.23-P1P2	1097	0	315	0
KCNJ11_+_17410438.23-P1P2	1633	2451	1693	2
KCNJ11_+_17410460.23-P1P2	0	1	1712	1782
KCNJ11_-_17410845.23-P1P2	2166	8	1686	4233
KCNJ11_-_17410851.23-P1P2	1763	2	1772	761
KCNJ11_-_17410861.23-P1P2	1741	1	861	0
KCNJ12_+_21279686.23-P1P2	9	3802	3795	4444
KCNJ12_+_21279951.23-P1P2	6	2	1566	1710
KCNJ12_+_21280077.23-P1P2	3779	3582	2546	1876
KCNJ12_+_21280385.23-P1P2	0	0	0	441
KCNJ12_-_21280051.23-P1P2	1	0	272	1
KCNJ1_+_128736754.23-P1P2	5021	5	1755	3
KCNJ1_+_128737130.23-P1P2	0	0	127	0
KCNJ1_-_128736790.23-P1P2	1778	0	652	1
KCNJ1_-_128736857.23-P1P2	2660	0	636	1
KCNJ1_-_128737204.23-P1P2	1483	9503	1548	1750
KCNJ3_+_155554546.23-P1P2	2388	2691	1720	3055
KCNJ3_+_155555275.23-P1P2	1	2	981	1677
KCNJ3_+_155555630.23-P1P2	5	2	1029	1997
KCNJ3_-_155554344.23-P1P2	1040	3	1752	1649
KCNJ3_-_155554823.23-P1P2	727	0	1915	0
KCNJ5_+_128761452.23-P1P2	833	0	625	1125
KCNJ5_+_128761813.23-P1P2	573	4	3712	3326
KCNJ5_-_128761270.23-P1P2	938	1	1051	0
KCNJ5_-_128761671.23-P1P2	1263	3522	1431	3
KCNJ5_-_128761704.23-P1P2	1775	2	1091	0
KCNJ6_+_39288469.23-P1P2	1196	1	1399	0
KCNJ6_-_39288204.23-P1P2	3154	2	769	13
KCNJ6_-_39288604.23-P1P2	2332	2	803	2229
KCNJ6_-_39288642.23-P1P2	503	1	491	0
KCNJ6_-_39288645.23-P1P2	1	1	137	1108
KCNJ8_-_21927237.23-P1P2	1486	1	455	1803
KCNJ8_-_21927578.23-P1P2	2832	1410	1543	2856
KCNJ8_-_21927604.23-P1P2	2	0	502	1157
KCNJ8_-_21927607.23-P1P2	2634	0	950	1834
KCNJ8_-_21927679.23-P1P2	796	0	309	0
KCNK1_+_233749927.23-P1P2	2385	3855	1966	4
KCNK1_+_233749967.23-P1P2	1557	2628	370	1
KCNK1_+_233750266.23-P1P2	3147	4	643	3234
KCNK1_-_233749936.23-P1P2	9	1	2318	1
KCNK1_-_233749964.23-P1P2	2	1775	591	1310
KCNK2_+_215256151.23-P1P2	1269	0	1823	2
KCNK2_+_215256458.23-P1P2	1475	3	1304	3848
KCNK2_+_215256491.23-P1P2	1	2	1790	1532
KCNK2_-_215256074.23-P1P2	1	0	122	0
KCNK2_-_215256119.23-P1P2	2974	2	2007	1
KCNK3_+_26916020.23-P1P2	2321	7	2285	4486
KCNK3_-_26915657.23-P1P2	4889	7	2685	1840
KCNK3_-_26915669.23-P1P2	7	1	1512	3429
KCNK3_-_26915751.23-P1P2	6292	1	1215	770
KCNK3_-_26915856.23-P1P2	4075	2	1061	3429
KCNK6_+_38810521.23-P1P2	735	5	2131	3435
KCNK6_+_38810906.23-P1P2	1357	2183	1994	2
KCNK6_-_38810505.23-P1P2	1064	2	1946	3057
KCNK6_-_38810536.23-P1P2	1621	2	2394	1966
KCNK6_-_38810912.23-P1P2	3	0	691	1964
KCNK9_+_140715226.23-ENST00000303015.1,ENST00000520439.1	4272	3	1766	5
KCNK9_-_140714957.23-ENST00000303015.1,ENST00000520439.1	879	2	1006	1085
KCNK9_-_140714960.23-ENST00000303015.1,ENST00000520439.1	1	0	760	0
KCNK9_-_140715164.23-ENST00000303015.1,ENST00000520439.1	2715	2	1082	1872
KCNK9_-_140715167.23-ENST00000303015.1,ENST00000520439.1	1160	3	500	1560
KCNMA1_+_79397032.23-P1P2	712	4	2110	959
KCNMA1_+_79397135.23-P1P2	1610	4856	1538	0
KCNMA1_+_79397479.23-P1P2	1820	0	1641	0
KCNMA1_-_79397061.23-P1P2	828	1414	1378	3123
KCNMA1_-_79397295.23-P1P2	1159	1	676	0
KCNMB1_+_169815957.23-P1P2	2833	1	814	1
KCNMB1_+_169815960.23-P1P2	880	2	325	1639
KCNMB1_+_169815968.23-P1P2	995	5690	990	2
KCNMB1_-_169816143.23-P1P2	1430	2484	2120	48
KCNMB1_-_169816148.23-P1P2	1647	2	956	1978
KCNMB2_+_178254284.23-P2	2130	0	443	2
KCNMB2_+_178254689.23-P2	9	1	3487	3784
KCNMB2_+_178276652.23-P1	0	0	877	0
KCNMB2_+_178276657.23-P1	2	2	1351	3104
KCNMB2_-_178254030.23-P2	3	2954	437	0
KCNMB2_-_178254189.23-P2	2463	0	710	1
KCNMB2_-_178254499.23-P2	2	0	877	0
KCNMB2_-_178276701.23-P1	0	1	454	0
KCNMB2_-_178276709.23-P1	0	0	0	0
KCNMB2_-_178276756.23-P1	2336	1294	1544	975
KCNMB3_+_178977357.23-P1P2	1	1	1045	2398
KCNMB3_+_178977629.23-P1P2	1394	2795	1516	1825
KCNMB3_+_178977723.23-P1P2	3302	2	227	1
KCNMB3_+_178977741.23-P1P2	1727	2	1112	1
KCNMB3_-_178977600.23-P1P2	0	0	236	0
KCNMB4_+_70760330.23-P1P2	2	1	1011	1
KCNMB4_-_70760118.23-P1P2	855	1632	937	2
KCNMB4_-_70760511.23-P1P2	1335	2	1572	174
KCNMB4_-_70760532.23-P1P2	9	4350	1211	7156
KCNMB4_-_70760746.23-P1P2	1607	8501	1524	1551
KCNN1_+_18063076.23-P1P2	2383	5	2258	4024
KCNN1_+_18063134.23-P1P2	4816	3	2367	1045
KCNN1_+_18063519.23-P1P2	2765	0	873	0
KCNN1_-_18063147.23-P1P2	1171	94	2460	56
KCNN1_-_18063456.23-P1P2	0	0	680	0
KCNN2_+_113697798.23-P1P2	3080	3	2609	5
KCNN2_+_113697829.23-P1P2	0	0	143	0
KCNN2_+_113697843.23-P1P2	3945	2391	1154	779
KCNN2_+_113698151.23-P1P2	4524	5204	5149	1477
KCNN2_+_113698242.23-P1P2	117	3724	1863	1725
KCNN3_+_154842706.23-P1P2	0	0	1434	0
KCNN3_-_154842280.23-P1P2	0	0	0	0
KCNN3_-_154842704.23-P1P2	1	0	146	0
KCNN3_-_154842713.23-P1P2	0	0	170	0
KCNN3_-_154842724.23-P1P2	3	6405	997	1
KCNN4_+_44284906.23-P1P2	6134	4917	2127	5
KCNN4_+_44284937.23-P1P2	0	0	236	0
KCNN4_+_44285161.23-P1P2	2209	3	1448	3
KCNN4_-_44285079.23-P1P2	3863	12452	3580	10366
KCNN4_-_44285120.23-P1P2	1492	150	1749	2535
KCNQ1_+_2466544.23-P1P2	604	3992	1451	1395
KCNQ1_+_2466618.23-P1P2	1237	5	1383	1546
KCNQ1_+_2466621.23-P1P2	3382	4	936	1323
KCNQ1_+_2466638.23-P1P2	721	4792	2779	4695
KCNQ1_-_2466650.23-P1P2	4473	5405	1048	1636
KCNQ2_+_62103790.23-P1P2	3743	0	1529	0
KCNQ2_+_62103793.23-P1P2	0	2	1298	1567
KCNQ2_+_62103935.23-P1P2	5337	8	1054	5714
KCNQ2_+_62103978.23-P1P2	6	4899	1698	5468
KCNQ2_-_62103929.23-P1P2	2557	2	1845	1
KCNQ3_+_133492647.23-P1P2	1357	0	959	1
KCNQ3_+_133492754.23-P1P2	1393	2	537	1449
KCNQ3_+_133492805.23-P1P2	2812	8	1874	6002
KCNQ3_-_133492956.23-P1P2	0	1	643	0
KCNQ3_-_133493125.23-P1P2	971	0	705	1
KDM5D_+_21906295.23-P1P2	0	1	382	1
KDM5D_+_21906541.23-P1P2	3200	1	676	1
KDM5D_+_21906586.23-P1P2	0	0	112	0
KDM5D_-_21906378.23-P1P2	0	1	839	0
KDM5D_-_21906567.23-P1P2	1	0	144	0
KDR_+_55991343.23-P1P2	1572	2	753	2035
KDR_+_55991723.23-P1P2	0	1	1319	0
KDR_-_55991556.23-P1P2	6	7928	1168	5
KDR_-_55991659.23-P1P2	699	0	414	1
KDR_-_55991711.23-P1P2	1363	2029	1469	1903
KHK_+_27309661.23-P1P2	2273	3	2284	1599
KHK_-_27309646.23-P1P2	3327	3	3815	8
KHK_-_27309660.23-P1P2	776	2	1867	2626
KHK_-_27309691.23-P1P2	5837	4650	3143	3182
KHK_-_27310225.23-P1P2	902	2	660	2059
KIAA1804_+_233463529.23-P1P2	1204	1755	3447	4
KIAA1804_-_233463488.23-P1P2	1524	2	631	1601
KIAA1804_-_233463497.23-P1P2	1913	1	1999	1
KIAA1804_-_233463538.23-P1P2	0	0	130	0
KIAA1804_-_233463924.23-P1P2	452	0	529	1009
KIDINS220_+_8977705.23-P1P2	3024	1	1169	3
KIDINS220_+_8977718.23-P1P2	1	1	1850	0
KIDINS220_-_8977662.23-P1P2	2009	5673	1294	5
KIDINS220_-_8977666.23-P1P2	0	0	1337	0
KIDINS220_-_8977717.23-P1P2	3932	4279	576	1821
KIF1A_+_241759146.23-P1P2	3251	2	886	1235
KIF1A_+_241759532.23-P1P2	0	0	0	0
KIF1A_-_241759231.23-P1P2	455	1	794	0
KIF1A_-_241759412.23-P1P2	1999	9448	1931	4434
KIF1A_-_241759571.23-P1P2	2	4348	1920	1446
KIF3B_+_30865451.23-P1P2	0	0	0	0
KIF3B_+_30865924.23-P1P2	2	0	362	1393
KIF3B_-_30865450.23-P1P2	5	5	785	2226
KIF3B_-_30865486.23-P1P2	1262	3	1069	1425
KIF3B_-_30865877.23-P1P2	562	2518	2255	1013
KIF5B_+_32344894.23-P1P2	0	0	186	0
KIF5B_+_32344897.23-P1P2	1687	1527	798	3744
KIF5B_+_32344939.23-P1P2	1409	0	351	0
KIF5B_+_32345321.23-P1P2	3	0	575	0
KIF5B_+_32345338.23-P1P2	4	3059	1477	963
KIT_+_55524150.23-P1P2	2635	1	1359	0
KIT_+_55524176.23-P1P2	4244	2952	3657	1688
KIT_+_55524359.23-P1P2	1018	1	1376	1862
KIT_-_55524160.23-P1P2	1	0	830	0
KIT_-_55524188.23-P1P2	3008	11460	1567	2174
KLK1_+_51324527.23-P2	0	0	148	0
KLK1_+_51324544.23-P2	1121	3199	425	4
KLK1_+_51324956.23-P2	2177	4	1278	1874
KLK1_+_51326601.23-P1	6	2	860	2051
KLK1_-_51324594.23-P2	0	0	0	0
KLK1_-_51324924.23-P2	994	5	1005	1925
KLK1_-_51326562.23-P1	5	1	883	1423
KLK1_-_51326846.23-P1	1215	6220	677	1617
KLK1_-_51326972.23-P1	1126	0	151	501
KLK1_-_51327024.23-P1	5070	3	886	2190
KLK6_+_51471528.23-P1P2	1	3439	613	2
KLK6_+_51472052.23-P1P2	0	0	0	0
KLK6_+_51472749.23-P1P2	1	1	1570	0
KLK6_+_51472771.23-P1P2	2340	1	1322	4
KLK6_+_51472790.23-P1P2	800	2	1220	2821
KRT12_+_39022993.23-P1P2	0	0	44	0
KRT12_-_39023394.23-P1P2	7805	6003	4364	3188
KRT12_-_39023397.23-P1P2	4277	5244	1602	2
KRT12_-_39023418.23-P1P2	4162	6	2316	1849
KRT12_-_39023468.23-P1P2	1	1	1116	0
KRT7_+_52627078.23-P1P2	4	1	421	3245
KRT7_+_52627099.23-P1P2	2673	4	1665	0
KRT7_+_52627457.23-P1P2	948	0	394	1
KRT7_+_52627460.23-P1P2	1434	4	891	1766
KRT7_-_52627069.23-P1P2	913	1	1633	2
KRT8_+_53298420.23-P1	826	1	856	1
KRT8_-_53298394.23-P1	1356	4907	405	2
KRT8_-_53298402.23-P1	1357	0	1	1
KRT8_-_53298430.23-P1	1181	5	2403	1447
KRT8_-_53298844.23-P1	0	0	510	0
KRT8_-_53343612.23-P2	0	1	446	0
KRT8_-_53343627.23-P2	6	7158	1269	140
KRT8_-_53343631.23-P2	1964	2	1087	2
KRT8_-_53343656.23-P2	1	0	454	1828
KRT8_-_53343659.23-P2	3	0	983	0
KRTAP5-3_+_1629259.23-ENST00000399685.1	3	2762	1155	1486
KRTAP5-3_+_1629268.23-ENST00000399685.1	4269	3	1764	1580
KRTAP5-3_+_1629271.23-ENST00000399685.1	1576	2	425	357
KRTAP5-3_-_1629335.23-ENST00000399685.1	0	0	1134	1
KRTAP5-3_-_1629695.23-ENST00000399685.1	1402	2612	594	1
KSR1_+_25783466.23-P1P2	1313	2400	1971	2
KSR1_+_25783477.23-P1P2	4597	2687	2621	1302
KSR1_-_25783482.23-P1P2	164	3050	2196	2671
KSR1_-_25783511.23-P1P2	7132	5755	3468	1773
KSR1_-_25783532.23-P1P2	2257	8773	1269	5
KSR2_+_118406731.23-P1P2	2031	0	1232	2
KSR2_+_118406762.23-P1P2	5	4769	739	2
KSR2_+_118406769.23-P1P2	2046	3	2523	1414
KSR2_+_118406774.23-P1P2	1	1234	429	1
KSR2_-_118406394.23-P1P2	0	0	270	0
KYNU_+_143635215.23-P1P2	0	0	129	0
KYNU_+_143635278.23-P1P2	1020	2	1460	0
KYNU_-_143635275.23-P1P2	3770	2877	969	2059
KYNU_-_143635293.23-P1P2	1182	1	797	0
KYNU_-_143635645.23-P1P2	1	0	777	0
L3MBTL1_+_42136344.23-P2	1030	2402	1010	1231
L3MBTL1_+_42136365.23-P2	2629	5017	4492	5539
L3MBTL1_+_42143141.23-P1	742	0	1389	0
L3MBTL1_-_42136354.23-P2	8319	17154	4364	898
L3MBTL1_-_42136364.23-P2	2362	2	2843	1180
L3MBTL1_-_42136371.23-P2	2664	2601	1554	3194
L3MBTL1_-_42143151.23-P1	2571	1	2554	1737
L3MBTL1_-_42143161.23-P1	1015	5108	1307	5611
L3MBTL1_-_42143172.23-P1	1498	8197	958	4851
L3MBTL1_-_42143564.23-P1	985	6	258	3741
LALBA_+_48963797.23-ENST00000301046.2	0	0	116	0
LALBA_+_48963811.23-ENST00000301046.2	1	1581	252	1136
LALBA_-_48963595.23-ENST00000301046.2	1	1	994	0
LALBA_-_48963761.23-ENST00000301046.2	826	0	956	1010
LALBA_-_48963787.23-ENST00000301046.2	27	2	1072	1344
LAMTOR3_+_100815555.23-P1P2	1273	6130	1278	497
LAMTOR3_-_100815535.23-P1P2	2714	0	788	2
LAMTOR3_-_100815552.23-P1P2	2	1	407	1880
LAMTOR3_-_100815640.23-P1P2	1237	2	517	1226
LAMTOR3_-_100815661.23-P1P2	1	3358	1	0
LAP3_+_17579100.23-P1P2	2821	0	415	0
LAP3_-_17579200.23-P1P2	1217	0	403	1
LAP3_-_17579203.23-P1P2	1569	0	1162	2609
LAP3_-_17579493.23-P1P2	2	1	1638	3312
LAP3_-_17579614.23-P1P2	3	0	1510	3396
LARS2_+_45430021.23-P1P2	2	0	674	0
LARS2_+_45430090.23-P1P2	376	8664	666	1317
LARS2_+_45430506.23-P1P2	1	4759	159	1
LARS2_-_45430125.23-P1P2	762	3776	1448	2
LARS2_-_45430128.23-P1P2	724	2	374	0
LARS_+_145561989.23-P1P2	0	0	115	1483
LARS_+_145562128.23-P1P2	0	0	226	0
LARS_+_145562134.23-P1P2	482	0	234	0
LARS_-_145562114.23-P1P2	0	0	125	0
LARS_-_145562203.23-P1P2	0	0	0	0
LATS1_+_150039161.23-P1P2	2609	13900	793	11
LATS1_+_150039188.23-P1P2	1	0	1434	0
LATS1_+_150039222.23-P1P2	2092	4274	4068	3210
LATS1_-_150038761.23-P1P2	2	1	1096	1660
LATS1_-_150038990.23-P1P2	2240	3247	1796	1866
LATS2_+_21635251.23-P1P2	2226	4747	2163	1846
LATS2_-_21635178.23-P1P2	3304	4132	2682	1964
LATS2_-_21635258.23-P1P2	4853	4092	2007	3
LATS2_-_21635336.23-P1P2	7	4459	2819	3235
LATS2_-_21635690.23-P1P2	3	1	729	949
LAT_+_28996465.23-P1P2	6615	6	1599	2625
LAT_+_28996485.23-P1P2	1	0	1653	1
LAT_+_28996688.23-P1P2	0	0	80	0
LAT_+_28996937.23-P1P2	0	0	524	0
LAT_-_28996455.23-P1P2	0	0	1134	0
LCK_+_32716915.23-P1P2	1684	2	1089	4000
LCK_+_32717338.23-P1P2	1	0	1102	2207
LCK_-_32716887.23-P1P2	2183	2788	1464	3298
LCK_-_32716924.23-P1P2	1010	2876	2072	1965
LCK_-_32717116.23-P1P2	2056	1	1585	4473
LCMT1_+_25123085.23-P1P2	0	0	0	0
LCMT1_+_25123226.23-P1P2	1182	1	1641	1
LCMT1_+_25123445.23-P1P2	1677	1	1836	2
LCMT1_+_25123449.23-P1P2	4712	2	2356	4139
LCMT1_-_25123277.23-P1P2	2701	4305	2788	2
LCMT2_+_43622733.23-P1P2	469	0	849	0
LCMT2_+_43622751.23-P1P2	3043	7767	1898	1894
LCMT2_-_43622704.23-P1P2	1	0	165	0
LCMT2_-_43622722.23-P1P2	2876	3	1263	3
LCMT2_-_43622770.23-P1P2	6415	2713	957	1
LCN2_+_130911773.23-P1P2	1438	1	1185	1393
LCN2_+_130911807.23-P1P2	1	0	810	1
LCN2_+_130912126.23-P1P2	4	1	858	3536
LCN2_+_130912149.23-P1P2	3911	7	839	1260
LCN2_-_130911824.23-P1P2	3451	2	252	380
LCN9_+_138555199.23-P1P2	6	7104	767	0
LCN9_-_138555161.23-P1P2	2510	0	1925	2165
LCN9_-_138555439.23-P1P2	0	0	695	0
LCN9_-_138555579.23-P1P2	4	4936	127	1
LCN9_-_138555590.23-P1P2	0	0	0	0
LCTL_+_66857933.23-P1P2	1220	5494	1254	2
LCTL_+_66857974.23-P1P2	5	3090	1307	1107
LCTL_+_66858295.23-P1P2	2	3	975	1
LCTL_-_66858269.23-P1P2	1307	0	596	1
LCTL_-_66858312.23-P1P2	1063	2757	1629	1031
LCT_+_136594672.23-P1P2	3	0	2087	1592
LCT_-_136594275.23-P1P2	3971	2	1406	1
LCT_-_136594360.23-P1P2	4303	3276	2782	1
LCT_-_136594534.23-P1P2	1	0	519	0
LCT_-_136594647.23-P1P2	0	0	343	0
LDHAL6A_+_18477783.23-P1P2	863	0	873	1
LDHAL6A_+_18477799.23-P1P2	1148	2755	1272	1336
LDHAL6A_-_18477532.23-P1P2	2797	8950	1517	5531
LDHAL6A_-_18477811.23-P1P2	1	0	824	0
LDHAL6A_-_18477819.23-P1P2	3168	5576	1584	1932
LDHAL6B_+_59499201.23-P1P2	2823	4771	1146	2
LDHAL6B_+_59499247.23-P1P2	4	0	1184	0
LDHAL6B_-_59499053.23-P1P2	9	3	2411	2058
LDHAL6B_-_59499074.23-P1P2	4649	5223	2812	8
LDHAL6B_-_59499089.23-P1P2	1336	6189	688	1566
LDHC_+_18434083.23-P1P2	1265	3	1352	2629
LDHC_-_18433878.23-P1P2	1403	3	4479	2093
LDHC_-_18433892.23-P1P2	9	5374	1919	5060
LDHC_-_18433955.23-P1P2	1111	2	1014	1355
LDHC_-_18434413.23-P1P2	2489	3	820	2148
LEPRE1_+_43232635.23-P1P2	0	0	1039	0
LEPRE1_+_43232646.23-P1P2	1717	0	855	0
LEPRE1_+_43232654.23-P1P2	3204	2329	2817	1625
LEPRE1_+_43232678.23-P1P2	2383	1	708	0
LEPRE1_-_43232661.23-P1P2	0	1	181	2
LEPREL1_+_189838039.23-P1P2	5166	2501	1197	1744
LEPREL1_+_189838649.23-P1P2	926	2	1443	3180
LEPREL1_+_189838670.23-P1P2	2750	4	1440	1814
LEPREL1_-_189838684.23-P1P2	0	1	1989	1
LEPREL1_-_189838687.23-P1P2	1432	1	891	2
LEPREL2_+_6937569.23-P1P2	1503	6	1277	4586
LEPREL2_+_6937961.23-P1P2	862	0	1043	0
LEPREL2_+_6937964.23-P1P2	3258	2	2849	1402
LEPREL2_+_6938059.23-P1P2	2259	4568	1103	2
LEPREL2_-_6938000.23-P1P2	1266	2	2382	1640
LGALS2_+_37976013.23-P1P2	441	2	352	0
LGALS2_+_37976049.23-P1P2	4	2702	1344	3042
LGALS2_-_37975827.23-P1P2	0	0	0	0
LGALS2_-_37975929.23-P1P2	5882	6	1813	4
LGALS2_-_37976033.23-P1P2	1	1	924	0
LGALS7_+_39263633.23-ENST00000378626.4	17	2	793	1785
LGALS7_+_39264103.23-ENST00000378626.4	0	0	0	0
LGALS7_-_39263666.23-ENST00000378626.4	908	0	2405	443
LGALS7_-_39263857.23-ENST00000378626.4	1	3447	1871	1
LGALS7_-_39264038.23-ENST00000378626.4	5	6	2064	2752
LGALS9_+_25958315.23-P1P2	2	6448	831	770
LGALS9_-_25958240.23-P1P2	840	1	802	2069
LGALS9_-_25958253.23-P1P2	2	0	719	0
LGALS9_-_25958483.23-P1P2	3	1	1096	2041
LGALS9_-_25958621.23-P1P2	0	0	406	0
LGSN_+_64029422.23-P1P2	4719	5	1642	2
LGSN_+_64029425.23-P1P2	5	4591	1145	2826
LGSN_-_64029669.23-P1P2	0	0	359	1922
LGSN_-_64029738.23-P1P2	0	0	429	0
LGSN_-_64029830.23-P1P2	1	0	339	0
LHCGR_+_48982338.23-P1P2	0	0	637	1
LHCGR_+_48982838.23-P1P2	1325	1	647	1
LHCGR_-_48982427.23-P1P2	3	4139	964	4245
LHCGR_-_48982440.23-P1P2	0	0	143	0
LHCGR_-_48982811.23-P1P2	5180	4820	3305	3434
LHPP_+_126150437.23-P1P2	2609	4659	2693	4720
LHPP_+_126150786.23-P1P2	1534	0	198	1
LHPP_-_126150444.23-P1P2	715	1	1715	1516
LHPP_-_126150451.23-P1P2	3351	2931	2832	1
LHPP_-_126150782.23-P1P2	1386	1	1928	1
LIAS_+_39460679.23-P1P2	0	0	0	0
LIAS_+_39460685.23-P1P2	0	0	0	0
LIAS_+_39461140.23-P1P2	1	1	1535	2
LIAS_-_39460775.23-P1P2	1	0	183	0
LIAS_-_39461156.23-P1P2	4	1	647	3730
LIMK1_+_73498172.23-P1	3753	1	1010	1389
LIMK1_+_73498175.23-P1	5	3296	654	0
LIMK1_+_73498555.23-P1	3	2	2963	1
LIMK1_+_73507537.23-P2	0	0	0	0
LIMK1_+_73507595.23-P2	2776	2	1415	1389
LIMK1_+_73507614.23-P2	0	0	0	0
LIMK1_+_73507647.23-P2	0	0	406	1
LIMK1_-_73498189.23-P1	3137	1	2070	1
LIMK1_-_73498366.23-P1	0	0	745	0
LIMK1_-_73507588.23-P2	4637	3473	1310	1453
LIMK2_-_31608303.23-P1P2	0	1	679	2662
LIMK2_-_31608420.23-P1P2	1	0	1254	1599
LIMK2_-_31608608.23-P1P2	2395	2	498	3480
LIMK2_-_31608641.23-P1P2	0	0	268	0
LIMK2_-_31608698.23-P1P2	1	0	889	0
LIPA_+_91011062.23-P1P2	3863	0	1552	3
LIPA_+_91011512.23-P1P2	1584	4763	1862	4994
LIPA_+_91011586.23-P1P2	3086	3	873	4648
LIPA_-_91011199.23-P1P2	1108	6	2093	3700
LIPA_-_91011546.23-P1P2	1206	6212	955	1
LIPF_+_90424226.23-P1P2	0	0	172	0
LIPF_+_90424306.23-P1P2	0	0	0	0
LIPF_-_90424381.23-P1P2	0	0	302	0
LIPF_-_90424448.23-P1P2	0	0	0	0
LIPF_-_90424616.23-P1P2	1437	1	712	1896
LIPJ_-_90346531.23-P1P2	2103	5198	1618	2507
LIPJ_-_90346602.23-P1P2	1144	0	989	1
LIPJ_-_90346894.23-P1P2	0	1	342	0
LIPJ_-_90346942.23-P1P2	3	3	724	3086
LIPJ_-_90346948.23-P1P2	7	4129	2	1761
LIPT1_+_99771478.23-P1P2	813	8902	2064	1585
LIPT1_+_99771489.23-P1P2	0	2	1071	0
LIPT1_+_99771539.23-P1P2	1276	3916	3033	1626
LIPT1_-_99771504.23-P1P2	5	1766	2356	1351
LIPT1_-_99771518.23-P1P2	8	3	2317	2438
LMAN1_+_57026445.23-P1P2	1606	0	813	1
LMAN1_-_57026050.23-P1P2	4164	1	781	1894
LMAN1_-_57026107.23-P1P2	0	0	0	0
LMAN1_-_57026186.23-P1P2	1529	3097	1919	1497
LMAN1_-_57026283.23-P1P2	1556	5	1410	3341
LMTK2_+_97736187.23-P1P2	1448	2339	1422	0
LMTK2_+_97736224.23-P1P2	1	0	1227	0
LMTK2_-_97736196.23-P1P2	828	663	2387	2887
LMTK2_-_97736236.23-P1P2	2622	1	2596	2803
LMTK2_-_97736262.23-P1P2	2	3	3012	0
LMTK3_+_49016391.23-P1P2	8	2	2025	1893
LMTK3_+_49016507.23-P1P2	2471	6634	1352	3241
LMTK3_+_49016817.23-P1P2	1625	2	3188	5493
LMTK3_+_49016834.23-P1P2	2981	2	2220	6423
LMTK3_-_49016875.23-P1P2	1575	5	1197	1648
LPA_+_161084930.23-P1P2	1516	5175	1536	3801
LPA_+_161085281.23-P1P2	2	0	150	1911
LPA_+_161085286.23-P1P2	0	0	0	0
LPA_-_161084950.23-P1P2	6199	3	1796	5380
LPA_-_161085028.23-P1P2	5	6	1371	6832
LPL_+_19796807.23-P1P2	2	1	1362	2368
LPL_+_19797226.23-P1P2	1590	1	1383	2584
LPL_+_19797288.23-P1P2	7	4	1073	6184
LPL_-_19796954.23-P1P2	1352	1	1363	1488
LPL_-_19797196.23-P1P2	2	2	901	0
LPPR2_+_11466136.23-P1P2	2659	2083	3028	1942
LPPR2_+_11466298.23-P1P2	2610	3	1828	4
LPPR2_-_11466214.23-P1P2	1	0	418	1
LPPR2_-_11466222.23-P1P2	0	0	0	0
LPPR2_-_11466260.23-P1P2	1	0	187	0
LRAT_+_155665197.23-P1P2	3	0	527	2002
LRAT_+_155665234.23-P1P2	0	0	396	0
LRAT_+_155665352.23-P1P2	2452	3	807	1
LRAT_-_155665206.23-P1P2	3983	5	1868	1619
LRAT_-_155665581.23-P1P2	1	0	75	0
LRP1_+_57522332.23-P1P2	2029	2	1644	2105
LRP1_+_57522866.23-P1P2	0	0	489	31
LRP1_-_57522286.23-P1P2	761	1	328	0
LRP1_-_57522313.23-P1P2	1409	1	2892	0
LRP1_-_57522328.23-P1P2	2654	340	1686	1
LRRK1_+_101459591.23-P1P2	2529	2	1983	1640
LRRK1_+_101459594.23-P1P2	3525	4	1581	1394
LRRK1_-_101459569.23-P1P2	0	0	315	0
LRRK1_-_101459969.23-P1P2	3526	5	4248	4343
LRRK1_-_101459997.23-P1P2	2073	4090	1306	3
LRRK2_+_40618843.23-P1P2	3534	4	2032	2
LRRK2_+_40618865.23-P1P2	3	0	1314	1333
LRRK2_+_40618871.23-P1P2	4331	4	2346	1
LRRK2_+_40619209.23-P1P2	1	2	728	2180
LRRK2_+_40619340.23-P1P2	1113	1	344	1
LSM6_+_147096955.23-P1P2	0	0	257	0
LSM6_-_147096910.23-P1P2	0	0	0	0
LSM6_-_147096913.23-P1P2	0	0	0	0
LSM6_-_147096927.23-P1P2	0	0	0	0
LSM6_-_147096958.23-P1P2	0	0	0	0
LSS_+_47648301.23-P1P2	1559	5013	1114	6
LSS_+_47648648.23-P1P2	0	0	0	0
LSS_+_47648683.23-P1P2	0	0	124	0
LSS_+_47648696.23-P1P2	0	0	0	0
