	Diff	Lower	T0	Upper
SLC25A2_+_140683351.23-P1P2	3096	0	1303	1
SLC25A2_+_140683592.23-P1P2	7	5114	1206	1370
SLC25A2_+_140683600.23-P1P2	3079	3471	1176	1066
SLC25A2_-_140683588.23-P1P2	1	0	1396	0
SLC25A4_+_186064885.23-P1P2	851	2	2315	1543
SLC25A4_-_186064440.23-P1P2	2918	9630	1247	3134
SLC25A4_-_186064446.23-P1P2	2	0	806	1
SLC25A4_-_186064476.23-P1P2	4551	2	1544	3
SLC25A4_-_186064492.23-P1P2	4122	10462	2296	4868
SLC25A5_+_118602439.23-P1P2	1	1	794	0
SLC25A5_+_118602445.23-P1P2	11	2472	2492	1851
SLC25A5_-_118602796.23-P1P2	682	1	870	1
SLC25A5_-_118602803.23-P1P2	3321	2203	1084	4
SLC25A5_-_118602838.23-P1P2	0	1	2068	1
SLC25A6_+_1508042.23-P2	2	0	2008	1
SLC25A6_+_1508096.23-P2	869	6	1391	5621
SLC25A6_+_1508123.23-P2	2362	2391	533	1
SLC25A6_+_1510986.23-P1	548	1185	627	1
SLC25A6_-_1508485.23-P2	2	0	728	0
SLC25A6_-_1508504.23-P2	1479	4	2080	1989
SLC25A6_-_1510526.23-P1	2	2659	1328	1
SLC25A6_-_1510946.23-P1	2168	7383	1724	1626
SLC25A6_-_1510951.23-P1	2520	3175	2016	1944
SLC25A6_-_1511005.23-P1	6100	4	1137	3
SLC29A1_+_44191710.23-P1	3929	5538	3130	8
SLC29A1_+_44191715.23-P1	550	4701	2395	3215
SLC29A1_-_44187378.23-P2	1962	3334	1910	1023
SLC29A1_-_44187438.23-P2	467	1373	754	0
SLC29A1_-_44187454.23-P2	4	3091	882	2
SLC29A1_-_44187764.23-P2	1006	5291	1640	1854
SLC29A1_-_44187768.23-P2	1709	4	642	0
SLC29A1_-_44191323.23-P1	975	3910	2168	1896
SLC29A1_-_44191358.23-P1	2797	8196	3232	521
SLC29A1_-_44191745.23-P1	2852	8362	1076	2135
SLC2A2_+_170744475.23-P1P2	501	2	604	1
SLC2A2_+_170744514.23-P1P2	2	0	413	0
SLC2A2_+_170744525.23-P1P2	675	6047	855	3
SLC2A2_+_170744529.23-P1P2	2899	418	1462	3653
SLC2A2_-_170744470.23-P1P2	4	0	432	0
SLC32A1_+_37352873.23-P1P2	1171	0	503	1
SLC32A1_+_37352942.23-P1P2	1249	1	1399	1
SLC32A1_+_37353184.23-P1P2	1	2	1008	0
SLC32A1_-_37353487.23-P1P2	4182	3	616	2
SLC32A1_-_37353566.23-P1P2	809	0	429	0
SLC36A1_+_150838225.23-P2	0	0	142	0
SLC36A1_+_150838660.23-P2	0	1	307	1691
SLC36A1_-_150827177.23-P1	0	0	1177	3
SLC36A1_-_150827197.23-P1	1370	1	1394	1
SLC36A1_-_150827206.23-P1	0	0	1190	2
SLC36A1_-_150827230.23-P1	1	1865	1162	1
SLC36A1_-_150827233.23-P1	1328	6020	895	2102
SLC36A1_-_150838296.23-P2	0	0	338	0
SLC36A1_-_150838431.23-P2	1508	3	1353	2007
SLC36A1_-_150838671.23-P2	3631	4	1865	0
SLC38A3_+_50242755.23-P1P2	9	2	2356	5313
SLC38A3_-_50242741.23-P1P2	3875	3	1591	1
SLC38A3_-_50242750.23-P1P2	4384	1642	2582	4
SLC38A3_-_50243132.23-P1P2	4029	5	1705	2790
SLC38A3_-_50243156.23-P1P2	1381	2327	755	3171
SLC3A1_-_44502646.23-P1P2	834	3	1431	2124
SLC3A1_-_44502667.23-P1P2	3040	2812	823	2526
SLC3A1_-_44502677.23-P1P2	2	3	761	1875
SLC3A1_-_44502855.23-P1P2	2398	3915	2335	2350
SLC3A1_-_44503027.23-P1P2	1	0	1650	2
SLC5A6_+_27434464.23-P1P2	5	1	1294	2798
SLC5A6_+_27434733.23-P1P2	4747	5310	3177	9
SLC5A6_+_27434770.23-P1P2	1841	2	736	1
SLC5A6_-_27434615.23-P1P2	1593	0	1538	0
SLC5A6_-_27434788.23-P1P2	12	4203	3125	3205
SLC6A14_-_115567792.23-P1P2	1	0	909	1340
SLC6A14_-_115567798.23-P1P2	4	0	628	1790
SLC6A14_-_115567847.23-P1P2	1319	2	1386	3
SLC6A14_-_115567852.23-P1P2	854	1408	1736	3
SLC6A14_-_115567880.23-P1P2	1422	1501	846	1
SLC6A1_+_11034491.23-P1P2	2615	4	1440	0
SLC6A1_-_11034625.23-P1P2	1319	2	887	3574
SLC6A1_-_11034784.23-P1P2	2	0	1259	0
SLC6A1_-_11034841.23-P1P2	1598	0	1611	0
SLC6A1_-_11034915.23-P1P2	3	1	1379	1
SLC6A2_+_55690003.23-P1P2	1147	0	1367	1
SLC6A2_+_55690547.23-P1P2	2869	2884	3341	1770
SLC6A2_-_55689983.23-P1P2	2192	2140	2358	1
SLC6A2_-_55690060.23-P1P2	2987	3	1275	1684
SLC6A2_-_55690490.23-P1P2	11	5578	2101	1263
SLC6A3_+_1445204.23-P1P2	6	0	884	4219
SLC6A3_+_1445502.23-P1P2	306	0	1615	0
SLC6A3_-_1445063.23-P1P2	0	1	1253	0
SLC6A3_-_1445118.23-P1P2	1023	5013	1693	1
SLC6A3_-_1445300.23-P1P2	6930	4917	3039	5904
SLC6A4_+_28562493.23-P1P2	2347	2426	1996	3865
SLC6A4_+_28562686.23-P1P2	2399	4	1900	4459
SLC6A4_-_28562610.23-P1P2	2156	1	625	2
SLC6A4_-_28562623.23-P1P2	0	0	580	355
SLC6A4_-_28562704.23-P1P2	2530	4845	2634	1942
SLC6A5_+_20621183.23-P1P2	2	3227	915	593
SLC6A5_+_20621190.23-P1P2	914	4445	2318	4
SLC6A5_+_20621493.23-P1P2	3629	2089	1088	2
SLC6A5_-_20621527.23-P1P2	3973	3	474	1057
SLC6A5_-_20621634.23-P1P2	1	0	693	1
SLC6A7_+_149569837.23-P1P2	1	0	268	0
SLC6A7_+_149570018.23-P1P2	2405	3	2292	1128
SLC6A7_-_149569705.23-P1P2	2275	2	2600	4
SLC6A7_-_149570069.23-P1P2	0	0	354	0
SLC6A7_-_149570072.23-P1P2	1823	1	276	2
SLC6A8_+_152953523.23-P1P2	2650	2239	1176	5
SLC6A8_+_152953978.23-P1P2	2216	3	3980	0
SLC6A8_-_152953397.23-P1P2	4	3465	687	1
SLC6A8_-_152953407.23-P1P2	3348	5487	649	4115
SLC6A8_-_152953471.23-P1P2	2	0	827	0
SLC6A9_+_44496903.23-P1P2	1673	6	1786	1
SLC6A9_+_44496971.23-P1P2	1384	2	777	1653
SLC6A9_+_44496990.23-P1P2	1267	7813	1851	5
SLC6A9_+_44497105.23-P1P2	1216	3	1231	1793
SLC6A9_-_44497020.23-P1P2	789	0	875	3415
SLC7A11_+_139163002.23-P1P2	651	4601	368	1
SLC7A11_+_139163382.23-P1P2	600	1	1325	1772
SLC7A11_+_139163446.23-P1P2	2765	0	771	1812
SLC7A11_+_139163449.23-P1P2	1787	0	1309	1
SLC7A11_+_139163486.23-P1P2	2543	1	1221	1778
SLC7A1_+_30169732.23-P1P2	1	1	850	1595
SLC7A1_-_30169339.23-P1P2	0	0	239	0
SLC7A1_-_30169354.23-P1P2	1698	4730	2863	3635
SLC7A1_-_30169565.23-P1P2	1604	1482	5953	1749
SLC7A1_-_30169779.23-P1P2	3654	1738	1979	4929
SLC7A2_+_17355010.23-P1P2	5	2653	1405	2602
SLC7A2_+_17355040.23-P1P2	2820	4	1271	1
SLC7A2_-_17354635.23-P1P2	0	2	1798	1882
SLC7A2_-_17354649.23-P1P2	12	4794	776	6778
SLC7A2_-_17354864.23-P1P2	1602	5226	1333	2
SLC7A3_+_70150891.23-P1P2	5	3	1196	3694
SLC7A3_+_70150910.23-P1P2	1381	1	1086	1395
SLC7A3_-_70150870.23-P1P2	2901	1	1633	2
SLC7A3_-_70150880.23-P1P2	1	0	1507	0
SLC7A3_-_70150900.23-P1P2	1068	5998	1956	1817
SLC7A4_+_21386392.23-P1P2	1638	3	1113	1951
SLC7A4_+_21386834.23-P1P2	3298	3	1439	2
SLC7A4_+_21386840.23-P1P2	0	0	1482	0
SLC7A4_-_21386412.23-P1P2	0	1	59	0
SLC7A4_-_21386596.23-P1P2	2	5474	1504	4
SLC7A8_+_23652457.23-P1P2	4	1	1536	1965
SLC7A8_+_23652805.23-P1P2	1446	1	884	0
SLC7A8_+_23652828.23-P1P2	0	0	533	0
SLC7A8_+_23652834.23-P1P2	3661	1	311	2
SLC7A8_-_23652854.23-P1P2	1	1	887	0
SLC7A9_+_33360594.23-P1P2	2903	3	1546	0
SLC7A9_+_33360628.23-P1P2	1145	5	1394	3304
SLC7A9_+_33360637.23-P1P2	685	4854	1099	1270
SLC7A9_+_33360640.23-P1P2	2	4953	559	0
SLC7A9_+_33360646.23-P1P2	3080	4	1446	2020
SLC8A1_+_40678789.23-P1	7	4045	812	3374
SLC8A1_+_40679071.23-P1	1	0	1213	0
SLC8A1_+_40739483.23-P2	231	6	1036	3936
SLC8A1_+_40739487.23-P2	1080	0	900	1
SLC8A1_-_40679142.23-P1	0	0	493	0
SLC8A1_-_40679162.23-P1	0	2	581	1732
SLC8A1_-_40679182.23-P1	8	1	2107	4189
SLC8A1_-_40739158.23-P2	1324	5357	415	2
SLC8A1_-_40739316.23-P2	3	2830	1062	2
SLC8A1_-_40739521.23-P2	5233	7	2381	3895
SLC9A1_+_27481273.23-P1P2	1025	1	1002	1
SLC9A1_-_27481140.23-P1P2	2225	2	857	1
SLC9A1_-_27481162.23-P1P2	0	1443	300	0
SLC9A1_-_27481359.23-P1P2	4017	5696	1909	2052
SLC9A1_-_27481416.23-P1P2	1853	11456	1736	5135
SLCO2B1_+_74862217.23-P1P2	1	0	1009	2
SLCO2B1_-_74862138.23-P1P2	4018	7	2560	5472
SLCO2B1_-_74862532.23-P1P2	1828	5	1283	1582
SLCO2B1_-_74862537.23-P1P2	1202	5019	1005	1988
SLCO2B1_-_74862558.23-P1P2	1745	2	874	0
SLK_+_105726970.23-P1P2	3309	1	1142	6966
SLK_-_105726938.23-P1P2	2838	5485	2485	2088
SLK_-_105726964.23-P1P2	0	0	0	0
SLK_-_105726985.23-P1P2	3073	2	2674	3
SLK_-_105727036.23-P1P2	1279	0	893	0
SMG1_+_18937054.23-P1P2	2682	6519	2604	4
SMG1_+_18937155.23-P1P2	676	5	1899	3283
SMG1_+_18937294.23-P1P2	766	0	684	7
SMG1_-_18937299.23-P1P2	4824	6	2149	5553
SMG1_-_18937307.23-P1P2	1021	5	813	3782
SMOX_+_4129500.23-P1P2	1748	4477	2485	101
SMOX_+_4129946.23-P1P2	3586	6	3714	4130
SMOX_-_4129508.23-P1P2	3012	7	3352	3374
SMOX_-_4129514.23-P1P2	1474	11774	3732	3166
SMOX_-_4129517.23-P1P2	1337	2846	1858	2794
SMPD1_+_6411694.23-P1P2	624	2374	2028	0
SMPD1_+_6411907.23-P1P2	1501	1	1362	2
SMPD1_+_6412123.23-P1P2	901	1	862	1885
SMPD1_-_6411725.23-P1P2	2031	1	1040	1461
SMPD1_-_6411732.23-P1P2	0	0	1564	2
SMPD4_+_130939639.23-P1P2	0	0	83	0
SMPD4_+_130939645.23-P1P2	996	6077	1944	3421
SMPD4_-_130938950.23-P1P2	1838	4	2442	1880
SMPD4_-_130939137.23-P1P2	2	1	784	3156
SMPD4_-_130939619.23-P1P2	2121	4591	1577	1
SMS_+_21958791.23-P1P2	2715	5304	936	2585
SMS_+_21958820.23-P1P2	3435	3	1083	1692
SMS_+_21958838.23-P1P2	2972	3	2456	6
SMS_+_21959263.23-P1P2	0	0	185	0
SMS_+_21959308.23-P1P2	3	2	1841	3273
SNAP23_+_42787858.23-P1P2	0	0	0	0
SNAP23_+_42787881.23-P1P2	0	0	254	0
SNAP23_+_42788285.23-P1P2	4	1	987	0
SNAP23_-_42787861.23-P1P2	813	0	275	2
SNAP23_-_42788282.23-P1P2	878	0	139	1797
SNAP25_+_10199550.23-P1P2	5	3874	1155	1899
SNAP25_+_10199968.23-P1P2	1213	0	393	0
SNAP25_-_10199529.23-P1P2	1	0	1271	0
SNAP25_-_10199534.23-P1P2	4	0	1508	1
SNAP25_-_10199709.23-P1P2	2220	4	1447	2
SNRK_+_43328108.23-P1P2	1465	2	1617	1
SNRK_+_43328134.23-P1P2	3195	972	2495	6854
SNRK_+_43328248.23-P1P2	0	0	1296	0
SNRK_+_43328462.23-P1P2	1398	3910	3864	1536
SNRK_-_43328125.23-P1P2	1482	2605	1154	2713
SNRPA_+_41257136.23-P1P2	2306	3	1930	7464
SNRPA_+_41257164.23-P1P2	0	0	0	0
SNRPA_+_41257167.23-P1P2	1	0	142	0
SNRPA_+_41257176.23-P1P2	0	0	128	0
SNRPA_-_41257121.23-P1P2	3	1	1498	0
SNX3_+_108582163.23-P1P2	1312	5	1052	2234
SNX3_+_108582191.23-P1P2	1276	3	1204	1574
SNX3_+_108582201.23-P1P2	1185	5517	1609	1454
SNX3_-_108581815.23-P1P2	3660	4	735	2353
SNX3_-_108582218.23-P1P2	3712	3876	1651	3
SOAT1_+_179262959.23-P1P2	2424	3	941	1520
SOAT1_+_179262980.23-P1P2	3	5126	732	1
SOAT1_-_179262901.23-P1P2	1398	2	2173	1
SOAT1_-_179262965.23-P1P2	1391	7542	2576	2778
SOAT1_-_179263274.23-P1P2	6305	2845	3353	5513
SOAT2_+_53497344.23-P1P2	4963	3	1791	1606
SOAT2_+_53497700.23-P1P2	4	3218	1272	3
SOAT2_-_53497317.23-P1P2	1	2	466	1248
SOAT2_-_53497332.23-P1P2	1295	4703	1187	1
SOAT2_-_53497766.23-P1P2	1341	2	1011	2169
SOD1_+_33032036.23-P1P2	6	0	732	0
SOD1_+_33032477.23-P1P2	3	1	2563	2
SOD1_+_33032480.23-P1P2	4	0	1467	1
SOD1_-_33031987.23-P1P2	2	0	364	0
SOD1_-_33032085.23-P1P2	0	0	492	1647
SORCS3_+_106401150.23-P1P2	1610	1	407	0
SORCS3_+_106401490.23-P1P2	2	1	1123	4075
SORCS3_-_106401091.23-P1P2	2659	3	1331	2
SORCS3_-_106401415.23-P1P2	1813	2837	1081	0
SORCS3_-_106401464.23-P1P2	4379	5962	1065	1357
SORD_+_45315351.23-P1P2	5240	4716	2600	7
SORD_+_45315403.23-P1P2	4895	4617	1455	3065
SORD_+_45315432.23-P1P2	3	1396	1454	1850
SORD_+_45315749.23-P1P2	974	2645	1380	7
SORD_-_45315717.23-P1P2	0	0	60	0
SPEG_+_220306801.23-P1	5	3	2421	3919
SPEG_+_220307127.23-P1	1436	0	831	437
SPEG_+_220307179.23-P1	2140	1	1104	1860
SPEG_+_220325432.23-P2	3811	5139	1511	3283
SPEG_+_220325454.23-P2	612	4832	1531	1
SPEG_+_220325500.23-P2	1	2	405	1787
SPEG_-_220306787.23-P1	3	4725	849	2194
SPEG_-_220306811.23-P1	0	0	0	0
SPEG_-_220325667.23-P2	14	11967	2352	1004
SPEG_-_220325908.23-P2	1804	5862	1540	4
SPHK1_+_74380758.23-P1P2	1697	1	901	1935
SPHK1_+_74380896.23-P1P2	1616	1	1072	1475
SPHK1_+_74380913.23-P1P2	2976	1	2258	3
SPHK1_+_74381390.23-P1P2	5	2	3295	1950
SPHK1_-_74380803.23-P1P2	1645	2351	800	4
SPHK2_+_49122749.23-P1P2	3	0	2211	1743
SPHK2_+_49123032.23-P1P2	0	1	548	0
SPHK2_-_49122766.23-P1P2	1539	0	707	3
SPHK2_-_49123107.23-P1P2	1	0	947	0
SPHK2_-_49123143.23-P1P2	1	0	608	1842
SPHKAP_+_229046002.23-P1P2	341	1582	745	2057
SPHKAP_-_229045989.23-P1P2	2027	9890	3337	4837
SPHKAP_-_229046343.23-P1P2	787	0	584	1738
SPHKAP_-_229046353.23-P1P2	0	0	311	0
SPHKAP_-_229046371.23-P1P2	1	0	307	0
SPINK6_+_147582612.23-P1P2	3671	3108	1558	1446
SPINK6_+_147582631.23-P1P2	0	0	219	378
SPINK6_+_147582742.23-P1P2	1319	0	622	3
SPINK6_-_147582672.23-P1P2	0	0	278	0
SPINK6_-_147583066.23-P1P2	10	9670	332	3
SPIRE2_+_89895295.23-P1P2	2991	2	1263	1
SPIRE2_+_89895315.23-P1P2	0	0	442	0
SPIRE2_+_89895332.23-P1P2	0	0	77	0
SPIRE2_-_89894924.23-P1P2	7711	6125	2954	6587
SPIRE2_-_89894950.23-P1P2	1122	5	1730	6528
SPRYD3_+_53473108.23-P1P2	1029	0	902	0
SPRYD3_+_53473111.23-P1P2	1682	1	571	1810
SPRYD3_+_53473124.23-P1P2	1	2895	728	7
SPRYD3_+_53473134.23-P1P2	1225	1	1717	2003
SPRYD3_-_53472713.23-P1P2	1100	1490	1160	0
SPR_+_73114520.23-P1P2	4100	1538	3023	1721
SPR_+_73114917.23-P1P2	0	0	0	0
SPR_+_73114976.23-P1P2	0	0	31	0
SPR_-_73114266.23-P1P2	1731	0	779	0
SPR_-_73114568.23-P1P2	0	0	0	0
SPTBN1_+_54683431.23-P1P2	1408	3	3264	5838
SPTBN1_+_54683522.23-P1P2	2022	1	1556	1
SPTBN1_+_54683684.23-P1P2	3	0	98	1963
SPTBN1_-_54683871.23-P1P2	8	2210	1257	4765
SPTBN1_-_54683919.23-P1P2	0	3	1350	1459
SPTLC1_+_94877225.23-P1P2	0	0	140	0
SPTLC1_+_94877253.23-P1P2	1763	1	471	1731
SPTLC1_+_94877266.23-P1P2	1286	6208	983	3
SPTLC1_+_94877476.23-P1P2	914	1	1994	3
SPTLC1_-_94877454.23-P1P2	2	0	836	1857
SPTLC2_-_78082598.23-P1P2	0	0	473	0
SPTLC2_-_78082889.23-P1P2	1382	1197	2167	1319
SPTLC2_-_78082929.23-P1P2	0	0	1203	1
SPTLC2_-_78082962.23-P1P2	0	0	87	0
SPTLC2_-_78082965.23-P1P2	1234	0	426	1
SPTLC3_+_12989573.23-P1P2	1709	1	708	0
SPTLC3_+_12989588.23-P1P2	0	1	637	0
SPTLC3_+_12989679.23-P1P2	0	0	286	0
SPTLC3_+_12990027.23-P1P2	10	5128	1585	2
SPTLC3_-_12990032.23-P1P2	6	2811	875	1921
SQLE_+_126010828.23-P1P2	0	0	567	0
SQLE_+_126011191.23-P1P2	0	0	516	0
SQLE_-_126010776.23-P1P2	0	0	0	0
SQLE_-_126010795.23-P1P2	1	0	152	0
SQLE_-_126010862.23-P1P2	0	0	362	0
SRC_+_35974581.23-P1P2	1573	1	1318	2
SRC_+_35974587.23-P1P2	3777	3524	1596	2
SRC_+_35974609.23-P1P2	3531	4943	2718	4
SRC_+_35974613.23-P1P2	1586	2900	3152	3650
SRC_+_35974629.23-P1P2	0	0	0	0
SRMS_+_62179067.23-P1P2	1715	1	615	1
SRMS_+_62179070.23-P1P2	5	5218	1536	2780
SRMS_+_62179075.23-P1P2	2113	4	2248	3982
SRMS_+_62179081.23-P1P2	1579	4	2018	5665
SRMS_+_62179084.23-P1P2	4280	6315	1625	2019
SRPK1_+_35888819.23-P1P2	0	0	211	0
SRPK1_+_35888824.23-P1P2	0	0	997	2167
SRPK1_+_35888829.23-P1P2	9	9115	2204	3
SRPK1_+_35888840.23-P1P2	2861	4	1037	1512
SRPK1_+_35888883.23-P1P2	4473	2395	2410	1875
SRPK2_+_104909105.23-P2	5457	4	1244	2081
SRPK2_+_105028878.23-P1	0	0	828	1
SRPK2_+_105029324.23-P1	2	0	1021	0
SRPK2_+_105029327.23-P1	1	2	933	1420
SRPK2_-_104909011.23-P2	1226	0	1266	0
SRPK2_-_104909049.23-P2	0	0	243	0
SRPK2_-_104909446.23-P2	2010	1260	1631	4
SRPK2_-_104909488.23-P2	2	0	763	2061
SRPK2_-_105028891.23-P1	2	2	1256	1999
SRPK2_-_105029317.23-P1	6258	6	1717	1515
SRPK3_+_153046503.23-P1P2	0	0	939	0
SRPK3_+_153046626.23-P1P2	1	5	1364	3581
SRPK3_-_153046560.23-P1P2	1519	1593	2173	6841
SRPK3_-_153046605.23-P1P2	3538	6	1672	3924
SRPK3_-_153046616.23-P1P2	1344	5870	1200	1981
SRR_+_2207007.23-P1P2	0	0	287	0
SRR_+_2207364.23-P1P2	1	0	1395	0
SRR_-_2207166.23-P1P2	0	0	335	0
SRR_-_2207258.23-P1P2	0	0	141	0
SRR_-_2207311.23-P1P2	3	0	1830	1513
SSB_+_170655344.23-P1P2	3	1	1414	0
SSB_+_170655814.23-P1P2	2	0	939	0
SSB_+_170655817.23-P1P2	3	5	805	3781
SSB_+_170655820.23-P1P2	3581	5	729	3595
SSB_-_170655758.23-P1P2	1	0	592	0
SSH2_+_28257171.23-P1P2	2	0	466	1419
SSH2_+_28257175.23-P1P2	2741	2	774	1760
SSH2_+_28257178.23-P1P2	4616	5854	730	4746
SSH2_+_28257189.23-P1P2	984	3	1411	2997
SSH2_-_28257209.23-P1P2	3457	1031	1443	0
SSH3_+_67071035.23-P1P2	4046	2	2336	3112
SSH3_+_67071072.23-P1P2	6262	3668	2692	1722
SSH3_+_67071188.23-P1P2	10	2160	3253	1684
SSH3_+_67071403.23-P1P2	2620	4	1350	2580
SSH3_+_67071444.23-P1P2	961	4565	933	2
SSTR1_+_38678301.23-P1P2	999	8555	2005	1
SSTR1_+_38678346.23-P1P2	6003	5	3346	2902
SSTR1_+_38678351.23-P1P2	5706	415	2222	3603
SSTR1_-_38678311.23-P1P2	840	4404	2873	1353
SSTR1_-_38678760.23-P1P2	3083	0	2478	1462
SSTR2_+_71161207.23-P1P2	2102	377	933	0
SSTR2_+_71161543.23-P1P2	2	0	617	0
SSTR2_+_71161555.23-P1P2	1544	1	974	0
SSTR2_+_71161569.23-P1P2	2401	0	668	3693
SSTR2_-_71161158.23-P1P2	1426	1	976	1404
SSTR5_+_1122794.23-P2	1638	3	514	2294
SSTR5_+_1122811.23-P2	11	4460	3070	3517
SSTR5_+_1122814.23-P2	3	3	951	3063
SSTR5_+_1123173.23-P2	836	0	1461	1
SSTR5_+_1128821.23-P1	3	1	307	1768
SSTR5_+_1128926.23-P1	2767	3	2027	52
SSTR5_+_1129275.23-P1	2772	4697	1446	1146
SSTR5_-_1122791.23-P2	600	1	1496	1784
SSTR5_-_1128859.23-P1	5212	4	2029	2
SSTR5_-_1128978.23-P1	0	0	1368	370
SST_+_187387949.23-P1P2	1226	0	690	0
SST_+_187388155.23-P1P2	2606	5904	1420	1
SST_-_187387929.23-P1P2	1275	1	1579	257
SST_-_187388126.23-P1P2	1664	1	762	1
SST_-_187388152.23-P1P2	0	0	733	1
ST14_+_130029743.23-P1P2	3410	4088	1302	1161
ST14_+_130029768.23-P1P2	2295	1	1043	1
ST14_+_130030177.23-P1P2	3719	7416	1172	4000
ST14_+_130030195.23-P1P2	777	5857	501	1787
ST14_-_130029737.23-P1P2	1955	8623	2186	4
STK10_+_171614834.23-P1P2	0	1	314	1392
STK10_+_171615183.23-P1P2	2248	9663	2167	6
STK10_+_171615188.23-P1P2	1917	7	1849	6791
STK10_-_171614824.23-P1P2	6	3	2331	1444
STK10_-_171615025.23-P1P2	1719	2	481	1834
STK11IP_+_220462587.23-P1P2	5	5059	71	1
STK11IP_+_220463053.23-P1P2	995	2	457	0
STK11IP_-_220462637.23-P1P2	1610	0	1416	0
STK11IP_-_220462640.23-P1P2	1044	0	0	0
STK11IP_-_220463012.23-P1P2	846	1	778	4568
STK11_+_1206158.23-P1	3520	2524	1237	1040
STK11_+_1206230.23-P1	1761	9500	3981	3
STK11_-_1205791.23-P1	1262	2	558	0
STK11_-_1205806.23-P1	131	1	1715	0
STK11_-_1205821.23-P1	798	0	108	1
STK11_-_1206851.23-P2	1413	10501	1516	3068
STK11_-_1206870.23-P2	0	1591	940	2
STK11_-_1206878.23-P2	1489	3	3124	213
STK11_-_1206882.23-P2	6	1	2805	3331
STK11_-_1207247.23-P2	1432	2	227	1596
STK16_+_220110240.23-P1P2	5130	4556	2858	4
STK16_+_220110286.23-P1P2	1	0	332	32
STK16_+_220110663.23-P1P2	0	2	1050	1428
STK16_-_220110217.23-P1P2	2616	4455	3219	1828
STK16_-_220110297.23-P1P2	9	9034	843	1410
STK17A_+_43622689.23-P1P2	2603	1266	1884	0
STK17A_+_43622781.23-P1P2	7671	13509	2196	10
STK17A_-_43622775.23-P1P2	907	1482	1155	1
STK17A_-_43623146.23-P1P2	2172	2	1581	2571
STK17A_-_43623211.23-P1P2	1269	1	702	1
STK17B_+_197035846.23-P1P2	1316	4773	3553	5
STK17B_+_197036067.23-P1P2	1576	2	1321	0
STK17B_-_197035883.23-P1P2	721	2	2354	3876
STK17B_-_197035911.23-P1P2	2981	2	1236	3191
STK17B_-_197036270.23-P1P2	1458	0	1503	2917
STK19_+_31940153.23-P1P2	1	0	679	0
STK19_+_31940380.23-P1P2	1639	3	742	0
STK19_+_31940392.23-P1P2	1962	3588	1100	2396
STK19_+_31940465.23-P1P2	196	0	886	1785
STK19_+_31940504.23-P1P2	3431	5	2328	1647
STK24_+_99228925.23-P1P2	993	5422	554	3
STK24_+_99228936.23-P1P2	1755	6	2342	1649
STK24_+_99229297.23-P1P2	1	1566	1075	0
STK24_+_99229345.23-P1P2	1328	5122	1286	4
STK24_-_99229362.23-P1P2	0	0	0	0
STK25_-_242447568.23-P1P2	1426	2	2508	2
STK25_-_242447613.23-P1P2	0	0	996	1839
STK25_-_242447975.23-P1P2	1417	3	1239	3828
STK25_-_242447978.23-P1P2	1465	1913	1767	368
STK25_-_242448005.23-P1P2	2807	5224	926	5
STK31_+_23749899.23-P1P2	1392	7008	1042	3
STK31_+_23750089.23-P1P2	1581	5810	1193	4
STK31_-_23749909.23-P1P2	3	6	938	2931
STK31_-_23749917.23-P1P2	817	1	420	0
STK31_-_23750099.23-P1P2	838	2	1233	1717
STK32A_+_146614610.23-P1P2	0	3	1320	0
STK32A_+_146614702.23-P1P2	1447	0	348	1943
STK32A_-_146614653.23-P1P2	1452	15809	2055	2841
STK32A_-_146615012.23-P1P2	1688	1	1660	3
STK32A_-_146615015.23-P1P2	1654	2	652	0
STK32B_+_5053250.23-P1P2	4447	5	1270	1
STK32B_+_5053272.23-P1P2	1429	1	684	0
STK32B_+_5053695.23-P1P2	2	3	2639	2
STK32B_-_5053574.23-P1P2	1927	2193	2013	8326
STK32B_-_5053594.23-P1P2	4466	3	1069	2
STK32C_+_134121026.23-P1	2026	5041	512	956
STK32C_+_134144953.23-P2	1022	0	0	1
STK32C_+_134145287.23-P2	1	3	647	1
STK32C_+_134145306.23-P2	3075	1384	835	3511
STK32C_+_134145317.23-P2	1453	893	711	0
STK32C_-_134120990.23-P1	4	4068	1385	2
STK32C_-_134121414.23-P1	2627	8442	2957	3
STK32C_-_134121456.23-P1	1500	3	2256	5936
STK32C_-_134121459.23-P1	3896	4	2220	0
STK32C_-_134145295.23-P2	1485	3	1547	1
STK33_-_8615373.23-P1P2	1408	2	948	3
STK33_-_8615519.23-P1P2	1592	8250	1412	1257
STK33_-_8615708.23-P1P2	2856	2508	2025	3671
STK33_-_8615755.23-P1P2	1417	1	1340	77
STK33_-_8615776.23-P1P2	2233	1	1093	2
STK35_-_2083549.23-P1P2	3967	4	1702	1820
STK35_-_2083647.23-P1P2	2366	3	2466	3194
STK35_-_2083960.23-P1P2	1554	2	1532	1
STK35_-_2084011.23-P1P2	1255	1	937	1
STK35_-_2084015.23-P1P2	1050	1	962	0
STK36_+_219536856.23-P1P2	1460	5	2230	973
STK36_+_219537453.23-P1P2	2367	7124	2772	4
STK36_+_219537467.23-P1P2	0	0	221	0
STK36_+_219537487.23-P1P2	7	5006	395	3
STK36_-_219537043.23-P1P2	7	5131	931	1455
STK38L_+_27397614.23-P1P2	3	4	1386	4044
STK38L_+_27397625.23-P1P2	1162	2	1401	2091
STK38L_+_27397643.23-P1P2	2781	3	1784	3704
